index,RegionName,State,Metro,CountyName,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09
669,Glen Allen,VA,Richmond,Henrico,670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409900,415000,399950,399900,399950,424950,416449.5,459950,472490,459990,458490,454725,449900,446950,449950,445000,439350,439514
670,Statesville,NC,Charlotte,Iredell,671,142000,139900,139900,139000,135700,135000,139500,139900,139900,126700,117750,119000,111000,115000,114500,122000,129500,138900,136700,137500,130900,129000,125000,123900,129000,131900,134900,134949.5,130000,134500,129999,129500,126450,128900,134900,139900,139000,139900,146500,149250,149900,149450,149900,149000,149900,149900,146200,144900,135000,136500,140950,149000,149375,149900,149900,153150,154900,152500,149000,147000,149900,156450,150000,154900,154900,155900,160000,158700,158700,164900,164245,163695,167490,167490,169900,175000,172000,175000,179205,174900,175000,174899.5,176950,176400,174400,171700,178900,183000,185900,189900,189900,189000,191400
671,Taylor,MI,Detroit,Wayne,672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47750,50000,54900,57900,58450,63200,62900,63500,60000,64900,59999,59000,54900,50000,53000,59900,59999.5,61000,64950,66450,68900,68900,67900,67500,68900,67000,68900,68900,69949.5,72450,72900,74900,78950,79900,75000,75000,74400,69900,74199.5,74900,79999,74900,81954,94500,89900,89900,90000
672,Grants Pass,OR,Grants Pass,Josephine,673,230000,228000,228500,224887.5,225000,225000,225000,220000,222000,220000,214000,199000,189900,189500,199900,189900,190000,195000,195000,199000,199900,190000,189250,179000,179900,185250,189900,189900,190000,199000,199000,222250,220000,225000,249000,239000,235000,235000,247400,249700,259900,268500,259900,249975,254750,259999,260000,250000,254900,264000,258450,264900,269000,265000,269900,273500,279000,269900,265000,265000,269000,259000,259900,269900,279900,279900,279000,269900,275000,277000,275000,269450,274900,279000,278000,275000,289000,310000,299900,298000,294700,305950,309000,309999,314450,309900,315000,319000,339000,339900,335000,330000,329950
673,Ames,IA,Ames,Story,674,169900,164900,162500,164900,175900,169850,169900,165000,167500,164950,164250,162000,157900,157900,159900,165900,165900,169900,174900,175000,179900,179900,179950,164950,159900,177000,172800,164900,154900,158250,157500,159900,164900,170000,172500,172500,187900,186000,194950,184900,185000,181950,174950,169900,181250,185000,177900,183500,213500,210950,210950,218200,219500,225000,225000,229900,230000,244900,246900,247500,236000,249900,249900,249900,248000,239900,228500,234900,240655,237900,239000,245000,259900,255000,269825,251450,245750,252900,255150,259450,274950,269900,279000,275458,270000,269950,274900,292400,279900,283000,284900,279000,269925
674,Columbus,IN,Columbus,Bartholomew,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149900,154950,155000,159900,155000,155000,154000,153000,155000,149900,149900,157750,169900,177200,170000,179700,175592,165000,162900,159900,156500,169900,169900,169900,169500,176500,169900,173450,189900,185000,184700,185217.5,199900,180000,185292.5,189450,194700,194000,199000,199000,193000,191250,199000,192500,194900,199900,196900,189900,193900,197750,204900,209000,212900,209900,204900
675,Goodyear,AZ,Phoenix,Maricopa,676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239990,246500,247000,249000,240945,244832.5,249900,245000,243500,245000,244870,245000,244900,243995,245856.5,245000,249900,250695,255250,257500,257250,259900,264240,264900,270990,270990,275995,275000,275000,274900,269000,274700,272500,265000,272450,275000,274900,279000,276250,279990,279180,279360,277888,277894,277000,279900,280450
676,North Port,FL,North Port-Sarasota-Bradenton,Sarasota,677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139900,144250,144900,140000,142900,143400,142500,143000,145000,145000,144945,149900,149250,147900,149900,159900,159900,159900,163500,165900,169900,184900,180000,185000,189900,189900,189900,189900,189949.5,190000,189950,189900,190000,194900,195990,196537.5,199000,199350,205000,209894,209900,213348.5,214900,217000,215000,215000,219900
677,Coon Rapids,MN,Minneapolis-St Paul,Anoka,678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159900,149900,147700,155000,169900,165200,169950,174800,179000,184950,184900,179000,169900,169900,169500,175000,179900,179900,184900,183900,189900,184900,189000,188250,183900,189000,189900,194850,199900,199900,200000,210000,200000,199900,195497.5,199900,199900,202462.5,199900,200000,200000,199900,204900,205000,209900,215000,215000
678,Orland Park,IL,Chicago,Cook,679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255000,259000,254900,252000,249900,249900,259900,265000,265499,269404,274900,270620,269950,269900,269900,263710,269900,274808,274900,270000,269990,274903,284900,275000,279000,272500,274900,275000,279900,282700,284900,279000,274900,282700,284900,286150,284950,289995,294950,299900,295450,299900,295000,299900,296000,294950,294900
679,North Bergen,NJ,New York,Hudson,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250000,249000,249000,259350,259350,258850,258350,259300,269000,258700,249950,249900,255000,264000,268500,269000,249900,259950,299000,299000,315000,302500,309450,302500,299000,285000,290000,289000,312000,344500,325000,299499.5,299999.5,280000,279900,299000,299000,335000,329900,349000,347000,338999.5,343500,332450,348900,345000,345000,329000,341000,319000,350000,369000,375000,389000,379450,389900,379000
680,Rosemead,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466475,448000,443500,435000,465000,434400,468850,489000,487500,499900,544000,535000,535000,525000,528888,546500,500000,538000,495000,505000,518000,495000,499000,510000,499000,495000,504500,520000,509500,499888,525000,528000,539900,528500,518444,518888,519000,528500,558888,569000,598000,585000,606800,599900,579950,578000,565000,568950
681,Utica,NY,Utica,Oneida,682,81000,76950,87900,90500,99900,99900,99900,99900,94900,92700,89900,89900,89900,79900,84950,89900,89900,89900,89900,89950,89900,89900,94900,89900,85750,89900,89900,89900,89900,89900,85000,83900,83700,79900,89900,89900,89900,89900,92500,92750,94900,99500,99000,98800,95000,93500,93000,89900,89900,89900,93900,96000,94900,95000,94900,93900,94900,94250,91950,95450,91700,96000,96000,99900,99500,99900,99900,99900,100450,99900,99900,100000,99900,99900,99900,95500,99900,99900,99900,99900,99500,94900,94900,94700,94900,94950,92250,94450,103500,105000,109900,111400,109450
682,Des Plaines,IL,Chicago,Cook,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189900,189900,186300,199900,214450,224900,229250,229900,229949.5,225000,227500,224900,224900,220000,217000,224950,224900,224999.5,229000,229900,229900,229900,229900,225000,219900,228500,219900,225000,229900,235000,239900,240000,244950,245000,245000,246450,244900,244950,250000,249900,250000,260000,259900,268606.5,265000,265000,263000
683,Snellville,GA,Atlanta,Gwinnett,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157250,149450,139900,138350,150000,149950,149900,155000,159000,159900,155000,154000,155000,149900,150000,158950,159900,166420,169000,169900,170000,170000,171400,169900,170640,174900,174900,174949.5,175000,179000,179950,180900,182400,185000,180833,185000,186444,185000,185450,180750,189900,193900,190000,193900,200500,200000,204900
684,Elyria,OH,Cleveland,Lorain,685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80950,80950,88600,89900,89900,94500,89900,88400,87500,83250,82250,82500,84250,85000,84900,85000,85000,85900,89900,87999,89900,84500,84900,84900,84900,84900,85000,90700,90000,89900,89000,89900,89900,89900,89900,89900,89900,90900,97200,99000,90000,89250,85000,85000,84900,79900,77200,79000,75000,75000,83500,88200,89900,94900,94500,90000
685,La Crosse,WI,La Crosse,La Crosse,686,149700,145950,144900,144500,142000,139900,144900,139900,139900,137200,137900,132950,130000,129900,129900,129900,129900,129900,129900,129900,134900,129900,134900,129900,129900,129900,129700,126950,129900,129900,128700,128650,125500,124900,124900,129900,129900,129900,129900,134900,134450,134900,134900,134700,129950,129900,129350,124900,125400,124900,129100,129900,129900,133900,138500,139550,138950,138900,136000,129900,129900,134900,139900,139900,149000,139900,142500,139900,142000,139900,139900,143900,144900,144900,146000,149900,155000,155000,159900,159900,150950,144900,144900,143450,139900,140000,143500,159900,156900,154900,158900,159900,149900
686,Laguna Niguel,CA,Los Angeles-Long Beach-Anaheim,Orange,687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675000,699000,692000,699000,725000,732500,744000,725000,718995,732450,739000,742500,764950,759900,792000,795000,809950,809950,827000,809950,797000,775000,774950,777000,765500,749900,758000,779900,799000,799900,800000,819900,805000,799000,799700,825000,819000,825000,849900,899000,939450,919800,927000,887000,885000,885000,879000
687,San Marcos,TX,Austin,Hays,688,185499.5,174950,159450,153396.5,149949.5,150808,150808,166925,169000,160000,162500,154850,152820,147983.5,159841.5,164558,169200,163370.5,159950,159500,163607,159000,159031,155250,155500,149000,151492.5,149250,146827.5,159900,158500,154900,158000,159900,161000,160957,160753.5,161300,166900,169900,168000,169999,173460,179700,185000,181700,178900,178900,179950,181700,189000,184500,184900,181300,184300,194997.5,199093,214900,197699,203466,224900,231495,229700,232000,231995,230900,240447.5,245900,248747.5,253945,257828,259945,253990,253492.5,260570,261995,273891.5,269500,272023,269900,274223,277950,276455,268500,258999,260997.5,265747.5,256697.5,261990,269990,272099,266492.5,264997.5
688,Arcadia,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1193000,1180000,1288000,1250000,1288000,1180000,1182500,1300000,1299000,1254000,1298800,1328000,1328000,1328000,1384000,1349500,1298000,1266500,1239950,1210000,1265000,1298000,1299000,1309500,1298500,1300000,1288000,1250800,1298000,1363000,1288000,1290000,1359000,1388888,1499949.5,1580000,1550000,1492500,1497000,1495000,1588000,1580000,1505000,1500000
689,Yorba Linda,CA,Los Angeles-Long Beach-Anaheim,Orange,690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843500,750000,745000,741450,735000,750000,765000,789000,785000,785000,779000,775000,779000,774999.5,799900,799000,797000,799900,825000,827900,811499.5,809000,819500,835000,829000,849900,839900,875000,864000,830000,829000,842500,839450,839900,829900,829900,839871.5,869939,850000,835000,882000,929950,929000,935000,955000,959000,975000
690,Florence,SC,Florence,Florence,691,,,,,,,,,,,,,,,,161950,159900,159900,149900,139000,139000,136825,134900,129900,129900,129900,129900,129900,132900,135000,132900,132900,129900,129900,147450,146900,146700,139900,139900,143000,145900,149900,149900,149900,154900,159900,163400,169900,160000,164900,166950,166900,169900,164900,159900,159900,165900,169900,167900,164900,164450,168400,172000,174900,179900,184900,184900,179900,175000,179900,177076,174900,170900,174900,175816,179900,179900,185675,187400,179900,179000,179900,177000,178500,178937.5,179900,182900,184450,196700,214950,209900,206900,214700
691,Harrisonburg,VA,Harrisonburg,Harrisonburg City,692,219900,219900,212000,205000,199900,205900,209900,213150,209900,214400,199900,199550,192000,197500,191900,192900,192900,199900,199900,194900,198450,191900,194900,189900,193225,194450,193612.5,194500,189900,195250,189900,197500,188000,197500,197500,193950,189900,194900,195000,194900,199900,200000,204900,195000,196000,199000,196000,195000,199900,209900,215000,219000,219900,210000,210000,198750,199700,192450,198250,184900,184900,189850,195900,199900,200925,199900,207900,201400,210000,210000,209000,204250,209450,217500,212900,219600,222500,231775,229900,230650,239500,229900,229500,229900,236850,242450,236500,239900,249975,269900,250000,249900,264900
692,Woodbury,MN,Minneapolis-St Paul,Washington,693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351990,357745,354490,362433.5,349900,329900,349990,339700,334990,328900,344756,346990,350000,354990,354900,355490,349450,347995,347559,339992.5,339900,349782,344900,349900,348495,342900,340495,342990,356450,341495,339000,329900,339900,339000,350000,353495,369900,377990,383445,379800,360000,349250,349900,359900,355000,359900,350680
693,Vineland,NJ,Vineland,Cumberland,694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159900,159900,159900,162000,169000,167900,165000,161900,162000,159900,159900,156900,156900,153625,159900,159000,159900,159900,159900,158000,157900,158000,154900,150000,149999.5,155375,154900,150000,145000,149900,149000,149900,145900,145000,148800,145000,144450,148000,145000,145000,149800,149900,146900,145000,143900,139000,139900,142950,144500,144900,149000,149900,149900,145000,146450,149900,149900
694,Burnsville,MN,Minneapolis-St Paul,Dakota,695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212000,211500,209900,219900,216500,223500,229900,229700,239900,239900,234900,229900,224999.5,224500,224900,225000,234250,236900,239900,242500,249345,249700,249900,246450,239900,246450,247332.5,244957.5,249950,254700,249900,254900,249900,249500,240000,240000,243000,244900,232450,249900,254500,264900,269900,269900,269450,267500,266450
695,Georgetown,TX,Austin,Williamson,696,239900,244900,234000,224500,214250,216950,205725,214500,225000,225900,224900,218000,209995,210945,211644,209500,214000,212500,209900,209400,207990,201400,205600,209965,210000,212792,217000,215260,213700,219500,216100,223800,219900,223800,237900,234450,240900,249750,249900,249900,245000,248000,249250,245000,255000,264790,274003,273351.5,288990,281889,277485.5,290868,294900,299900,292500,305990,299500,289975,289475,306933.5,313997.5,314525,309950,315990,324990,329715,337420,325990,335000,332495,334900,337990,329000,307432,314900,298870,319900,319950,313995,324900,321690,329900,320000,320990,326990,325000,324990,329900,337000,347900,339900,339000,339990
696,La Habra,CA,Los Angeles-Long Beach-Anaheim,Orange,697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409900,424900,415000,439000,450000,439500,430000,444400,449999,449000,449450,449000,449000,449000,475000,469000,469000,459000,458000,475000,474999,469900,474900,479945,475000,479450,474925,477450,469000,475000,480000,499499.5,524900,525000,522500,530000,517000,515000,510450,510900,515000,505000,512450,538900,549950,572443.5,579450
697,Carmel,IN,Indianapolis,Hamilton,698,322400,299900,294958.5,288495,299450,307000,299900,299999.5,299900,309450,315000,300000,300000,309000,299900,300000,309900,304900,299900,299900,297500,295990,309992.5,309900,299925,300000,315000,316200,309900,321990,325000,318746,311995,319900,329900,329900,333550,329900,343000,340000,339900,348500,349900,350000,341995,349900,350000,366000,372747.5,374843.5,363947.5,374000,365000,369995,364900,369900,368950,365000,378673.5,379900,385000,389900,385000,385000,384950,379999,390495,399900,401990,397900,392590,399900,404700,401995,399997,414450,415000,414990,414945,419250,415000,404950,416990,421000,415495,424900,429900,432990,436992.5,429900,429900,435000,438492.5
698,Eden Prairie,MN,Minneapolis-St Paul,Hennepin,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432200,439900,454900,489900,449900,489000,449900,419900,389900,395000,399000,379900,379000,385750,393500,399000,387200,369900,375000,399899,399900,392450,399900,419900,409900,413450,434900,424999,434550,434200,429700,434900,432450,425000,425000,399450,399900,434950,450000,478000,449000,435000,449000,415000,399900,396000,385000
699,Shawnee,KS,Kansas City,Johnson,700,195000,195000,199950,200000,204000,199950,205450,205000,205500,199950,195000,189950,185000,184950,185000,189950,190000,188250,188000,186500,185000,185000,179950,175000,175000,184950,187225,193250,186500,182000,184000,175000,179625,170000,174950,173450,185000,189900,195000,197500,200000,204000,199950,207000,204900,203750,195000,198950,195000,200000,214950,224950,229950,235000,239975,235000,230000,235500,235000,234900,239950,248000,271225,279950,274000,266250,262725,269950,284000,285000,299000,299000,314950,299500,299500,304950,299500,299900,289000,289900,299450,299900,310000,325000,334950,322950,315000,314975,312000,311000,306000,295000,284975
700,Jefferson City,MO,Jefferson City,Cole,701,127900,129900,129900,129900,124450,135000,144900,144200,134900,129900,125000,124900,129900,118900,136500,134900,139450,139900,138700,137900,136450,135500,129950,129900,130000,129900,129900,133900,139900,139500,139900,134950,137000,136450,135000,134900,139500,139900,139500,134950,134900,134900,129900,124900,129900,130900,125000,129900,129900,124900,131400,139900,144500,139900,142500,139900,134999,134999.5,132900,131000,134900,137450,139900,140000,142000,139900,139900,139900,136000,139900,139900,136500,129900,136200,139900,149900,144900,151450,145000,145000,144450,149900,144900,139900,139900,134950,139250,157500,159900,157500,159700,159900,158200
