index,RegionName,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09
0,United States,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180000,182900,188000,189900,196000,199900,199900,199900,199800,199900,199900,199000,198000,195000,199900,204400,210000,215000,218900,218800,217606,215900,215000,211990,207900,210000,215000,219900,224900,229900,229900,229900,229900,229900,229900,229900,228000,227995,229000,234900,239900,241999,245000,244900,240000,242000,241900,239900,239000,238990,240000,249900,254900,259900,259950,259900,259000,259900
1,"New York, NY",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349900,350000,359000,365000,369000,375000,369900,369000,364500,365000,365000,369900,369000,369500,372000,379900,389000,395999,399000,399000,399000,398900,399000,395000,395000,399000,399000,399000,399900,399900,409000,419000,409000,409000,410000,405000,399990,419000,419900,419000,429000,429000,429900,429500,425000,429000,429000,429000,425000,429000,432975,439999,449000,459000,459900,459000,449900,450000
2,"Los Angeles, CA",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510000,500000,499000,499900,510000,529000,539900,549000,549900,549000,549000,540000,534900,500000,525000,545000,559000,575000,599000,599900,599000,599000,599000,599000,599000,599000,599000,600000,620000,628000,634970,640000,639900,638000,636000,639900,639900,630000,635000,640000,650000,672990,679000,670000,675000,675000,675000
3,"Chicago, IL",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195000,192000,189000,199776,210000,219900,227000,229900,229000,225000,224900,219900,215000,206250,200000,214900,225000,229900,236995,239000,237900,235000,230000,229900,227000,221980,220000,229900,239900,249500,249900,254900,249900,249000,249000,247000,242500,239000,239899,249900,259500,265000,269000,269900,269000,262440,260000
4,"Dallas, TX",4,164900,164900,165000,166000,165000,165500,164900,165000,178900,171900,165000,159900,159000,159000,162990,165000,169900,169900,169900,169000,164500,161971,158000,153000,155000,158000,156894.5,159000,159900,164900,159990,158900,155000,159900,183990,185000,184900,189000,197800,199990,205676,209000,206000,204990,204900,204990,199999,205000,202500,209000,215000,220000,229000,222500,224474,230000,229000,230000,229600,239914.5,245000,250000,265000,265990,259990,259900,255000,255900,259000,264900,265000,274900,275000,269900,279990.5,284900,289000,289000,288000,287900,289900,299900,295000,295000,299500,300000,311061.5,319000,320000,320000,319000,315000,319000
5,"Philadelphia, PA",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199900,199400,199900,209900,214900,220000,224900,219000,210000,210000,209999,209000,209900,199900,204900,214999,224500,225000,225000,220000,219900,219900,218475,214500,200000,200000,209999,219900,225000,229900,229500,224900,220000,224000,219500,215700,209900,204000,207000,218000,224900,226000,229900,224900,219900,219900,219900,215000,201500,199999,205500,219900,229900,235000,235000,235000,229900,230000
6,"Houston, TX",6,159000,159900,160000,160000,159900,159900,159000,159900,170990,169900,169900,168990,165900,165900,168615,167900,169500,169854,168500,165900,159900,159900,155000,157500,159000,159900,160673.5,164990,165000,165000,164900,164997,164900,165000,177500,180000,181950,190000,196190,199500,200990,206000,206990,206990,209900,216715,210000,213000,214900,222490,228000,236900,239900,240000,241436.5,247738.5,250000,251442,258000,269900,277600,282495,287950,294962,285990,279500,289900,294700,294000,298692,298990,300990,300000,289900,294992.5,294900,292900,294990,290000,289490,287500,289000,282983,279995,280990,285000,289900,294000,294900,293990,289900,289900,289999
7,"Washington, DC",7,279900,284900,289900,299000,289995,285000,284500,279000,295000,294750,285000,272000,261900,269900,282415,289900,299900,300000,299900,299900,299000,295000,279000,270000,274950,279900,289900,299900,315000,319990,314990,309000,300000,309900,344900,335000,335000,347495,354000,369000,377900,379900,375000,369900,370000,369900,360000,359900,353995,360000,375000,384994.5,394900,391990,389900,385000,385000,384945,379000,369990,365000,369900,380000,389998,396850,395000,375000,384999,389000,385000,379900,377900,379900,379900,390000,409000,409990,409900,400000,399900,399900,399900,399900,397500,395000,399900,417990,425000,429900,429000,425000,419900,419900
8,"Miami, FL",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255000,250000,249990,250000,249900,250000,250000,259000,252521.5,255000,259900,259000,265000,265000,264900,274900,280000,275000,269000,271000,285000,289500,295000,295900,302500,308000,305000,309000,300000,319900,323000,325000,325000,329000,330000,334000,335000,332995,330000,335000,339000,340000,345900,349000,349000,349000,349900
9,"Atlanta, GA",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189900,182768,178000,185000,195942,200000,206990,214900,214900,210000,208000,200402.5,199900,190000,199000,200000,204050,209000,214900,217000,215000,219900,219900,219900,219000,219172,219900,219900,225000,229900,235000,239000,239900,235000,235000,237050,235000,232900,232300,235000,249000,256000,259900,261990,260000,259900,260000
10,"Boston, MA",10,299000,319000,319000,319000,319000,319000,314900,309900,319000,319000,315000,299900,299900,306500,315000,324900,329900,329900,325000,319900,319900,309900,298000,279900,289000,290000,299900,315000,319900,319900,314900,300000,304900,309900,339900,333000,335000,342500,349900,360000,369900,374900,369900,359900,365000,369900,368000,359900,359000,375000,379900,389000,392900,392950,385000,379900,384900,389000,384900,379000,379000,379900,389900,399000,399900,399900,399900,394000,399000,399900,399900,399000,398674,403500,429000,439900,439900,439900,437500,429000,439000,439900,440000,439900,439000,449900,469999,479000,485000,485000,475000,469000,475000
11,"San Francisco, CA",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575000,569000,560000,595000,599850,629950,649000,648500,639000,619880,620000,615000,599000,550000,561900,615000,650000,679000,699000,699000,688999,669000,675000,695000,689000,669000,649500,695000,725000,749888,750000,749000,729000,699888,724974.5,727000,699950,688888,689250,725000,749900,769000,785000,759000,745500,726400,739900
12,"Detroit, MI",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124900,119900,117500,119900,128700,139900,149845,153500,154900,155000,150000,149900,135000,125000,130000,139900,145900,149900,155900,159900,159900,159900,159900,154000,150000,145000,143900,144000,150000,159900,169900,174900,175000,174900,170000,170000,169000,165250,159900,167500,177900,189900,199000,199900,199500,197500,195999
13,"Riverside, CA",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285000,289000,289000,289900,295000,299900,300000,305000,300000,304000,299999,299900,299000,299000,304500,310000,315000,315900,320000,325000,324900,321825,324900,325000,329000,329900,330000,332000,335000,339000,339900,340000,345000,339900,339000,339000,339900,340000,340000,345000,349000,349900,350000,350000,350000,349999,354900
14,"Phoenix, AZ",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224900,225000,225000,225998.5,231271,235000,239000,239900,236500,235500,239000,239900,235000,232900,239900,247500,250000,259000,260000,259990,254490,260000,262000,264990,267400,265906.5,268990,269000,269900,274500,274900,275000,274000,269900,270000,270000,269900,270000,272500,275000,279000,283654,285000,281000,280000,279900,280000
15,"Seattle, WA",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319950,319000,300000,310000,320000,329900,329999.5,349500,349900,349900,349000,339990,319950,295000,307995,327000,340000,349971,359950,365000,360000,363995,364950,359950,354950,349950,349950,350000,369000,384950,395000,399000,398000,389950,390000,392245,389900,379900,375000,394500,414900,425000,435000,439950,439950,435000,439000
16,"Minneapolis, MN",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219000,215000,209900,219900,229900,229900,239900,240000,239977,240000,244900,239900,239900,239900,239983.5,249348.5,249900,249900,255700,259000,259900,259900,259900,259900,260000,264900,265000,264900,269900,269000,269000,269600,269000,262900,265000,267900,272995,279900,284900,294850,290000,292900,295000,295000,294900,289900,295900
17,"San Diego, CA",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449900,450000,458900,465000,475000,489000,459000,482540,499000,495000,489900,485000,485000,475000,479500,490000,522050,534950,549000,525000,555000,550000,559000,559900,564900,575000,569000,569000,569900,575000,579000,579000,585000,579000,579000,575000,573950,574900,579500,589000,595000,615000,625000,624900,625000,624000,619000
18,"Saint Louis, MO",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149500,150000,154900,154900,150000,149900,149900,149000,145000,144900,142000,145400,149900,153000,159500,159000,157000,155000,154900,150000,149500,145000,145000,149900,150000,154900,159000,159900,158500,154900,154000,150000,149900,147900,147000,149900,157500,165000,167900,165000,164900,160000,160000,159900,159900,155000,153000,157825,164900,173000,179900,184900,184900,179989.5,179900
19,"Tampa, FL",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165000,168000,165000,169900,170960,174900,174000,169000,179900,179990,179990,179900,178900,173000,179900,186485,184900,184900,189000,190000,194900,203550,208220,209000,210000,206990,207990,209000,214900,219000,218000,219000,219900,217000,219000,220000,220000,220000,225945,229900,234500,239900,245990,245990,245990,244500,249897.5
20,"Baltimore, MD",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239000,237425,229900,229000,240000,237500,235000,239900,247500,250000,264899,269900,269000,265000,265000,264900,250000,252000,249900,250000,259900,269900,275000,275000,274900,269900,270000,259900,255000,249000,245000,249900,254900,259900,265000,265000,259900,259900,259999,252300,249900,249000,248250,246950,255000,269900,275000,275000,274900,269500,269548,265000,264900,255000,250000,259900,275000,289900,295900,295000,292900,289900,289000
21,"Denver, CO",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299950,309900,310000,321992.5,329400,335000,339000,347925,345000,349000,350000,359000,359900,375000,383950,382995,384900,392950,391089,389900,391600,389900,395000,395000,395000,399950,414900,415000,420000,422447.5,420000,419500,415000,410000,414900,409900,405000,409973,414700,425000,437500,444950,435000,435000,436000,435880,438000
22,"Pittsburgh, PA",22,123500,129900,130000,130000,134900,134900,130000,129900,135000,131098.5,129900,129900,126900,129900,129900,130000,131900,132900,132000,130000,130000,129900,129900,129750,125000,126900,126900,129900,131900,132900,128300,125000,124900,123500,138500,136900,139000,144900,145000,149900,149900,149900,149900,147500,146900,140000,139900,139900,139900,142000,145000,153000,158900,157500,153900,149900,149900,157900,149500,144900,149900,149900,154102.5,159000,160000,164900,159900,158999,158900,155000,154843.5,149921,149900,145000,150000,155000,159900,160000,159900,157500,157900,154900,150000,149900,149900,149900,155000,163900,169000,169900,169900,169900,169000
23,"Portland, OR",23,243800,239900,239900,239000,230000,234900,234900,230633,239000,215000,200000,199500,189900,195000,203559.5,199900,199900,199950,205000,209900,209000,199900,194000,186500,189900,195000,199900,209000,202900,209900,214900,224995,227500,238998.5,249900,249900,249900,252990,259900,269900,279000,285000,289000,287900,285000,284900,279900,278500,278100,280660,289500,295000,294900,299900,300000,300000,299900,297000,294900,289900,295000,299999,309000,315000,320000,324992.5,325000,325000,329000,329900,330000,329900,329900,334900,340000,349999,359900,364925,369000,369000,369950,369979,375000,375000,380000,389000,396000,399995,409000,414900,412500,410000,409900
24,"Charlotte, NC",24,175000,177900,175000,175000,174500,174500,169900,169900,175000,162500,151282,149500,147000,149000,149999,154000,159000,162500,160990,159900,154900,150000,147500,144900,150000,155000,155990,150000,149900,149900,149900,148775,143500,144500,169900,169990,174900,181990,187500,193900,196500,198000,197990,195000,195000,199000,192000,193990,189900,192000,202945,209990,215000,215000,214900,212000,210000,205990,210000,209900,214900,220000,220900,229000,234990,237990,239900,238500,234515,239900,240000,235000,249900,250000,260000,260000,265000,269900,274900,266945,268500,269698.5,268000,274202,267025,269000,274900,285000,289000,289000,284900,280000,285000
25,"Sacramento, CA",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315063.5,325000,327500,339000,349900,354900,359999,362745,365000,359900,359900,350000,345700,299000,349000,359000,365000,370000,375000,379000,379000,379000,376990,379900,380000,380000,385000,389000,398000,399900,399999,404900,399950,399900,399000,399000,399000,399000,399000,400000,419900,425000,420000,419900,418888,416990,416490
26,"San Antonio, TX",26,159900,162500,162500,163881,164900,167085.5,165000,164383,169146,169000,160900,159900,159900,159900,161500,164900,168000,169500,168500,165000,159900,159500,154900,152900,154990,154900,156000,157900,159499,164000,160990,162000,162000,165000,178990,179150,179900,186921,189900,193894,195250,199900,199900,199900,200582,206995,205000,210000,210000,217500,220000,224900,230000,225586,225000,234900,229995,228490,226995,237900,239990,245000,243638,249900,249995,255058,259900,259900,260990,258000,259000,260000,260510,250000,255900,258995,259000,259000,259000,259000,254000,259990,259000,252900,254900,259900,269000,271900,270900,275000,275000,274900,274950
27,"Orlando, FL",27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195000,195000,195000,199900,200000,200000,199000,192738.5,210000,214900,214945,214000,212500,209900,210000,215990,217000,214900,219000,222500,224900,238000,238000,239000,239968.5,239900,239999,239900,247600,249900,245000,245000,249900,247990,249900,249500,245900,248900,255000,259900,263385,269900,273707,272900,274999,275000,279900
28,"Cincinnati, OH",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139000,139897.5,139000,144500,142950,149000,148500,149900,145000,144900,145000,144900,140000,142900,145000,149900,159900,164900,174000,169900,169000,169900,169200,164900,162900,166347.5,169900,169900,172000,175000,174999,175000,174900,179900,175000,174900,169900,175000,169900,168000,177200,180000,180000,185000,179900,179900,179000,176547.5,174900,174900,176000,185000,189900,199000,199900,198000,199900,198000
29,"Cleveland, OH",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124500,120000,121900,125000,129900,132000,134900,137750,135000,134000,129900,129900,125000,120000,124900,129900,133000,134900,135000,135000,136500,134900,132900,129900,129900,125804,127500,129900,136900,140000,144900,146000,145000,140000,139900,139900,137000,134900,134900,136900,144000,149900,155000,159900,159000,158900,159000
30,"Kansas City, MO",30,149900,150000,154950,154900,150000,150000,149900,149900,150900,149950,146900,141925,137900,139000,141900,145000,149900,149900,148000,145000,142500,139900,132700,129000,129500,129900,134500,135000,133500,127000,120000,118900,115000,115000,134000,129950,129900,135000,140000,148000,149900,149999,149900,148000,145000,143000,139500,137000,134500,135900,145000,150000,155000,158500,155000,154950,152000,150000,149900,145000,145000,149950,169500,174900,175000,175000,174900,170000,170000,170000,170000,166400,170000,175000,185000,195000,199900,199900,199000,195000,193000,194900,194900,190000,190000,199950,215000,224900,225000,228500,225000,224900,225000
31,"Las Vegas, NV",31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180000,180000,179970,175900,179000,180000,185000,189900,191000,191000,199990,204000,204500,199900,199900,200000,209900,213300,215000,220000,220940,224900,225000,225888,225290,228900,229000,227500,224900,229900,234610,238888,240000,243000,245000,249000,249888,249900,249989,253900,259000,260000,265000,269900,274992.5,279000,279900,284000
32,"Columbus, OH",32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136000,139000,141900,147900,150000,153900,153900,152800,152500,152900,149900,149900,145900,149500,157000,159900,165500,169900,169900,169900,168000,167900,164797,159900,162900,169500,171900,176900,185000,187900,189000,185000,185900,184900,184900,178200,179900,185000,189000,195000,199900,199995,199900,199900,199777,195000,196195,190990,191450,195000,215000,224900,229900,229900,229900,229900,228990
33,"Indianapolis, IN",33,129900,129900,130000,129900,129900,129995,129900,129900,134900,134900,134900,129900,129900,130000,134500,134900,135000,138612,138900,134900,133000,134500,127900,124900,125900,127500,129900,129900,130000,130000,130000,129900,129000,128000,132900,130900,130000,135000,139900,144900,145000,149000,147900,144900,144900,145000,142500,139900,139900,144900,149900,154000,159000,161500,159900,159900,155900,155000,154900,149900,150000,154900,157900,159900,164900,164900,164000,159900,162900,158500,159900,150950,155900,153508,154965,159900,164900,165006,169900,165500,165148,165000,164900,161000,162000,164900,174475,185000,194900,195000,198000,198900,199990
34,"San Jose, CA",34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649999,649950,649000,675000,699000,699999,725000,719980,700000,699950,699950,699000,679250,650000,679000,734000,769000,799000,800547,828944,825000,808888,806880,808884,799000,797500,798000,820000,874999.5,879000,879000,879980,875000,859000,859500,850000,840000,813837,799950,834990,885000,890932,899000,898000,898950,899950,919000
35,"Austin, TX",35,204500,203500,200290,204900,205500,206821.5,200000,204900,214900,210990,211105,204900,199000,199000,199999,206000,209000,200800,200000,199444,190000,189900,189000,184900,184990,186000,192000,197500,197500,199900,199000,196990,195000,197900,221900,225000,226672,235000,238816.5,240000,244990,249000,249900,249000,250000,259000,259900,260990,266702,272709,278647,289900,297000,299000,294900,299000,295655.5,292900,287000,299900,299970,309990,314900,319900,321261,325000,323534,325000,325000,330990,329900,339990,334990,325995,330000,329000,329900,337104,333990,329992.5,329500,334714.5,329777,325000,325000,330000,336295,344990,345487,345000,342650,339750,335900
36,"Virginia Beach, VA",36,239000,237900,239000,235000,234900,229999,229900,229000,229900,224900,219778.5,214900,210000,214550,214900,214900,219000,219000,217000,217000,215000,212900,205900,199900,199900,201990,209000,208000,209900,209900,205000,200000,195000,199900,215000,219825,219900,221900,224000,237900,229900,234000,234000,229900,233822.5,229900,225000,226990,229000,229900,236900,239900,242900,242000,242500,239900,239000,235000,233731,230000,234900,240000,240000,245000,245900,249500,245000,245000,244900,242000,239999,239900,245000,246000,246500,249900,250000,250000,250000,249900,249900,248000,244900,244900,245000,249000,249900,259900,259990,260000,259900,259000,259900
37,"Nashville, TN",37,176750,179000,174900,174900,173900,169900,169900,169900,179900,178900,174900,169900,164900,161805,164900,169000,169900,169900,169000,168300,162435,159900,158000,152900,150600,154900,154900,159951,159900,159900,159900,157900,158000,159900,179900,179900,179900,189000,189900,195000,199900,199991,204500,199991,205000,206990,199900,205000,205000,209900,219900,224900,229900,229500,228900,226066,229292,232990,231920,239500,239900,249900,262000,264990,259900,264900,262900,262990,269900,269925,275900,279000,289900,286990,284999,290000,299900,299900,298500,297500,295000,297235,299490,299000,294000,299900,312819,325000,335000,334900,329900,329900,329000
38,"Providence, RI",38,264900,268949.5,259900,259900,259900,259000,259000,259900,259900,255000,249900,249000,240000,239900,239900,238950,239000,239379.5,237000,237307,234000,229900,219920.5,216600,219000,219000,220000,229000,229900,235000,229999.5,234900,236000,239000,244900,239900,239900,243000,245000,250000,255000,259900,259000,259000,259900,255000,249900,250000,249900,257000,255000,261000,269900,269000,269900,268100,265000,259900,259900,254900,252900,255900,258600,260000,269900,274900,277900,275000,269900,269900,269900,269000,265000,264938.5,269900,275000,280000,285000,289000,280000,279999.5,279900,279000,274900,269900,276000,285000,299000,299999,305000,299900,299900,299900
39,"Milwaukee, WI",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175000,173900,164900,167900,172500,179900,189900,194900,194000,194900,190000,189900,182500,179000,178000,180550,184900,189900,205650,200000,204900,199900,199900,199500,194900,189900,189000,189000,196500,209900,214900,220000,230000,229900,225000,224900,219900,217000,215000,219900,219900,220000,228900,230000,225000,224000,219900
40,"Jacksonville, FL",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190990,191950,190990,198990,199900,205450,211990,212900,210225,211990,212900,209900,207990,203990,207900,210000,211990,218500,219600,220000,219900,224000,225000,220000,222995,222994.5,225000,224990,232500,239000,239900,240990,235000,234400,232000,230000,229000,228900,230000,239000,245000,250000,255000,255000,255000,253830.5,259000
41,"Memphis, TN",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149900,149900,149900,144000,147500,150000,149900,154900,154900,154900,149900,149000,135000,135900,139900,144200,148000,149900,156900,159900,159900,154900,149900,149900,147900,142900,142000,140000,144900,154900,159000,160000,169000,165120,164900,164900,159900,154900,149250,149900,159000,165000,169900,174900,179000,178250,179900
42,"Oklahoma City, OK",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154788.5,154900,157000,155000,159000,159900,160000,160970,160000,163500,165000,167500,169000,168500,169900,169900,174900,175000,174900,174946.5,175000,173000,170000,174591,171420,179990,182297,184900,189936.5,194900,195000,195000,195000,195000,195000,197952,199365,199900,199900,198500,199000,199500,199900,199900,199000,199500,197500,199900,206500,205000,205000,201990,205990,209000,207749,209900,205000,211520
43,"Louisville, KY",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139900,139900,139900,143500,147900,149900,155000,155000,155000,155000,155000,155000,154900,154900,150000,159000,159900,164900,169900,169000,168000,167500,168900,169000,169000,167000,164000,164000,167524.5,175000,179000,179900,179900,179000,179000,175900,177900,174900,172000,179500,185000,199000,200000,199900,200000,199900,199900
44,"Hartford, CT",44,216950,244900,248000,249000,249000,249000,247900,247900,247949.5,246450,240000,239900,235900,239900,239900,245000,249900,249900,245000,239900,236900,229900,229900,229900,229000,229900,234500,234900,239900,239900,239000,234900,234900,229900,229900,229600,229900,229900,235000,244900,247500,245000,244000,239900,239000,235000,229900,230000,229900,229900,234900,240000,245000,249900,249000,242000,239900,239900,239000,234900,238900,239775,239900,249000,249900,249900,249900,249000,249900,249000,244900,239900,239900,239900,244900,249900,254900,250000,249900,249900,249900,245000,244950,238949,239000,239900,249000,254900,259900,259900,259900,255000,255000
45,"Richmond, VA",45,215000,214950,212200,210000,214900,214000,209950,205000,208000,199950,199900,191900,189000,185000,190000,189950,195000,193000,189995,189950,189000,184500,179000,169950,169950,169950,174900,175000,176000,179500,179000,175000,174900,179990,198000,198000,198000,199500,199990,209990,214970,219000,215000,213800,210000,209900,199950,199950,199950,209900,212000,219149,219900,223950,224950,221990,219950,219950,219950,214900,218900,222000,225990,234950,235700,239950,239000,239900,239950,239950,239950,245000,245925,239900,249950,259000,260000,263010.5,259900,256950,260000,257900,259500,262990,262810,268990,271882.5,279950,285995,285000,285000,285000,289000
46,"New Orleans, LA",46,179000,176500,178000,175000,175000,173375,170000,170000,174900,169000,169500,166900,159900,159000,164900,165950,169000,159900,159000,157900,150000,139900,139900,139000,139900,139900,139999,139900,139000,139900,139900,139000,145000,149000,169900,169600,168900,169900,174580,179900,179000,179900,175000,174900,172900,172500,170000,172600,169000,169900,170000,177000,179900,180000,179900,179900,179652.5,179000,179000,177900,180000,184950,189000,189900,195000,195000,194900,194000,192000,189900,190000,195000,195000,199999,210000,223950,225000,229900,227950,225000,229000,229900,229000,229900,230000,220000,225000,230000,239900,242000,240000,239000,239000
47,"Buffalo, NY",47,129900,130000,134900,131900,134900,132900,129900,129900,130000,129900,129900,129900,129900,129900,129900,129900,132500,135000,135000,134900,134900,135900,135000,124900,136950,134900,137800,139990,142900,139900,137900,139800,134999,130000,140000,139900,139900,139900,139900,144900,143900,144900,142000,139900,139900,139900,134999,134750,130000,135000,139900,139900,144900,149900,149900,145000,144900,142900,139900,135000,139900,139999,144900,147900,149900,149900,149900,149000,149900,145000,142900,139900,139900,139900,139900,144900,149999,154900,149900,149900,149900,144900,144900,144900,144000,143702,149900,155000,159580.5,159900,159900,159900,159900
48,"Raleigh, NC",48,217000,217000,214900,214900,214900,212304,209900,209900,215000,209900,207900,204900,199900,196000,195000,199500,200000,205000,205000,199999,199000,195000,185900,183275,199900,199900,205000,199900,199900,199900,198000,198000,194900,196900,212000,212000,215000,219900,225000,229900,231000,238000,235000,235000,236450,239500,234900,236995,239900,242900,245000,242990,247500,247900,245000,247500,249600,249900,249900,245900,249000,250000,254900,260000,269900,274700,274900,275000,269997,274900,274900,272000,275000,275000,279900,282250,284900,281040,284900,289700,288000,289000,289900,294500,289900,299461,300000,309900,316900,314900,314000,315000,317811.5
49,"Birmingham, AL",49,159900,165000,159900,160000,159900,159900,159900,159900,159900,157500,149900,147900,142500,144900,149900,150000,154900,154900,153200,149900,149900,148500,142900,139900,140000,142900,142900,129900,132000,145600,144900,144900,139900,139900,149900,149900,149900,157950,159900,164900,168000,169500,169000,165000,165000,164900,159900,164900,160000,169000,171950,175900,179900,179900,179900,179780,175000,174900,174900,165900,169900,174900,179900,184200,185000,184900,179900,179900,179900,176000,174900,178000,174900,173000,179900,185000,185900,189000,189900,185000,184900,181900,182000,180000,179900,189900,199000,205000,205950,205000,200000,199900,204625
50,"Salt Lake City, UT",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249900,249900,257700,253945,246000,247700,249900,259900,264900,269000,268000,269000,269000,267100,259000,258000,269000,272700,278463,289900,294900,299900,299900,304900,300000,299900,299900,299000,299900,299925,310000,313950,325000,329900,329900,328000,319900,319000,319900,321000,319000,325000,330000,343900,344999,349000,345000,348350,348400
51,"Rochester, NY",51,124900,126900,127200,124900,124900,120000,114900,114900,119000,117500,115000,109900,109900,119900,124900,124900,129900,129900,125700,114900,112900,109900,101900,99000,104900,109900,119900,124900,127900,129900,125000,124900,127000,119900,139800,139000,134900,139900,139900,148950,144900,144900,139900,139900,139900,139900,139900,139500,135000,134900,139500,143900,144900,145000,144900,139900,139900,139900,139000,129900,129900,130000,134900,134900,139900,139900,139900,137700,134900,129900,129900,129900,126500,126900,134900,139900,149000,149900,143900,139900,139900,139650,135000,134900,133200,132288.5,138000,140000,148500,149900,149900,149900,146900
52,"Grand Rapids, MI",52,119900,119900,119900,119900,117900,115000,114999,115900,129700,125000,119900,119500,115000,115000,119000,119900,124900,128050,127900,127900,126900,125000,119900,114900,115000,115000,119900,122000,120000,122825,123500,120000,119900,119900,129900,129900,134900,135000,135900,139900,139900,144900,145000,144900,142500,139900,139000,134900,135000,139900,144900,149900,155000,155000,154900,154900,154900,149900,144900,140000,144900,149900,155000,159900,164900,169900,169900,169900,169900,167900,165388.5,164900,168000,169900,179900,189250,193950,194700,194900,194250,196900,194900,192400,197900,199900,209900,213900,219900,219900,222000,224900,224900,224900
53,"Tucson, AZ",53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189000,189900,189000,189000,189900,192900,195000,195000,195000,195000,196950,196293.5,191448,191000,192000,199000,199900,197950,199900,199500,194900,195985,197000,196950,195000,193385,195000,195000,199000,199800,200000,200000,200000,199967.5,200000,205000,209000,209000,210000,215000,217500,219000,220000,219000,219900,225000,225000
54,"Honolulu, HI",54,479000,474000,450000,450000,459000,459900,460000,499000,475000,449000,409000,398000,399000,373000,398950,404850,425000,425000,439000,455000,450000,449900,430900,430000,433900,429900,439000,445000,438631,415000,410000,410000,399900,398000,449950,450000,459000,474450,460000,470000,475000,455000,490000,499000,499000,495000,499000,504000,499000,504950,500000,500000,510000,500000,505000,519750,519500,506680,520000,529000,545000,549831,546500,539400,550000,560000,565000,579000,577700,585000,588000,590000,590000,535000,590000,598000,599000,625000,628000,625000,630000,625000,629000,635000,630000,623000,625000,639444,640000,648000,632000,630000,630000
