index,RegionName,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09
55,"Tulsa, OK",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141780,140117.5,145000,146000,149500,149900,150000,149900,149900,149900,150000,148500,149900,147704,149900,150000,152086,156900,157275,159000,160000,163900,161577.5,159900,159500,164706,164900,164900,164900,168000,167900,166321,165000,166817,166000,165000,165000,169900,165000,168900,170000,174900,175000,175746,175000,174900,175000,175000,174900,172000,174900,179500,185000,189900,194909,193000,193500,189900
56,"Fresno, CA",56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235000,230000,229900,235550,239000,239900,240000,245500,249000,249650,249000,240000,235000,235000,239900,247700,249900,250000,259000,264900,265000,265000,259900,254722,250000,250000,249900,250000,253950,254900,259950,261000,267900,265000,264900,262974.5,258900,259000,252458.5,256975,260000,274450,279900,279900,287350,285000,285000
57,"Worcester, MA",57,217926,229900,229000,229900,229000,225000,222000,223950,228000,225000,224900,218900,215000,219500,219858,219900,221500,224900,222900,219900,217200,209900,195000,189900,190000,185000,189900,198997.5,199900,199900,199000,195000,194900,199000,224900,219900,219900,219900,229000,235000,239900,240000,239900,235000,235000,229900,229900,225000,219900,229949.5,234000,239900,243000,243000,239900,239900,239900,239900,235250,234900,234900,229900,237950,240000,249900,249900,248000,244900,247500,244900,239900,235000,234900,235000,249000,249900,259900,259900,256900,250000,250000,249949.5,249900,249900,245000,249900,264700,274900,279250,280000,279900,275000,275000
58,"Bridgeport, CT",58,,,479900,479900,489900,488000,479900,474900,479900,479900,479000,450000,459900,458000,459000,469900,475000,475000,468000,450000,449000,449000,444900,439000,435000,449000,455000,469900,479000,479000,451450,439900,460000,460000,469900,460000,460000,495000,499000,499000,508997.5,509900,499925,489900,499000,499000,485000,479900,475000,495000,520995,539000,530000,525000,499900,498700,489900,485997.5,475000,465000,469000,489900,500000,499900,517000,519000,509000,499000,499999.5,499995,499000,490000,495000,515000,525000,535000,530000,544000,539000,520000,525000,519947.5,525000,499000,499000,534995,549000,558544.5,559000,555000,549500,519900,549900
59,"Albuquerque, NM",59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181995,179990,185000,187000,190000,195675,199500,199000,196945,195000,195000,190000,189900,188900,189000,194125,197000,199900,199900,199000,199900,199500,196990,196945,194000,191990,192139,197499.5,199900,205000,209000,208999,206995,205000,200000,199900,200000,200000,200000,209900,212700,217990,220000,220000,220000,219990,222000,210000,209900,206000,209900,213825,219000,222990,224900,225000,224900,224000
60,"Albany, NY",60,224900,225000,227000,225000,225000,220000,219900,219500,224900,220000,224900,219900,219900,223500,224900,224900,219900,219000,215000,209000,207000,205000,209500,204900,209900,214000,219500,225000,225000,223000,219900,219000,210000,209949.5,219900,219900,219900,221900,223100,225000,225000,225000,224900,224900,219900,219000,216888,216500,219000,219900,219900,224000,224900,224900,219900,218900,219450,214950,215900,209000,215000,219900,224800,228950,227500,225000,224900,219900,219000,215250,214900,214900,215000,210000,214900,219000,219900,220000,220000,215000,219000,219000,219000,214900,215000,222900,224900,227000,234900,239900,239900,239000,239800
61,"Omaha, NE",61,137500,139900,139900,139000,139900,139900,139900,139900,140000,139950,139500,135000,134500,134500,136000,138000,139900,139900,139500,138900,137000,135000,130000,129000,127500,129900,134950,136000,137500,134900,134900,130000,129999,130000,135000,134900,134900,135900,140000,145000,149250,147000,145000,145000,144900,144900,139900,139000,139500,142900,145900,150000,158000,159950,159900,159900,158000,155000,150000,149900,150000,158000,165000,175000,189000,180000,175000,174240,170000,168700,169900,170750,169900,176200,185000,193000,192000,189000,189950,184950,184900,182500,180000,180100,180000,194000,200000,211250,219000,215000,215000,210000,215000
62,"New Haven, CT",62,,,229000,229000,229000,229000,224900,227950,229900,229900,229000,219900,219900,219900,224900,229900,234900,234900,229900,229748.5,225000,219900,215000,209900,209000,214900,218000,224900,224900,220000,219700,218950,219000,214900,215000,209900,205000,216000,224900,229900,235900,239900,235000,229900,229900,229000,222700,219900,214900,219900,228700,238250,239900,239900,239900,234900,229900,234900,225000,220000,220250,220000,225000,229900,239000,239900,239900,235000,235000,232000,229900,229000,227000,229000,234420,239900,240000,240000,242500,239000,239000,239000,239000,229900,229900,230900,237500,249000,249900,249900,249900,249900,249900
63,"Bakersfield, CA",63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198750,189999,189900,194750,200000,210900,215000,219900,220000,219900,215000,208450,200000,191450,199900,215000,220000,225000,232000,230000,230000,230000,230000,230000,229900,227900,225000,224687.5,229000,232990,234000,239900,236500,234000,230000,229000,225000,229000,220000,223900,230000,236999,240000,244925,249000,245000,240500
64,"Knoxville, TN",64,169900,169900,169900,169900,169900,169900,169000,169900,173000,169900,169900,168500,165000,164900,165900,169000,169900,168999,168900,165000,160742,159900,154900,149900,149900,149900,149900,154900,153000,152600,149900,148900,148500,149900,159000,154900,154000,159500,159900,165000,169000,169900,169900,168000,169900,169900,165000,165000,164900,165000,169900,170000,174900,174977,175000,175500,174900,174900,174900,174900,173000,174900,178400,179900,190000,192900,194900,189999.5,193900,193700,190000,189900,189000,185500,189900,194900,199900,199700,199900,199900,199900,199900,199900,199900,199900,199900,209900,218000,219900,219900,224900,224900,220000
65,"Greenville, SC",65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159990,160000,164900,166612,169900,169900,174900,174900,175000,175990,175000,175000,175000,175000,182855,184900,185900,189000,189900,189900,189000,188990,185000,188995,187000,185000,189900,189900,195000,198900,198000,219000,205000,219000,210000,210500,213995,205692,215838.5,219900,225000,225000,229900,225990,220000,224000,224900,230000,229900,224900,229500,239900,248000,245000,249900,249900,246000,249900
66,"Oxnard, CA",66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530000,535000,530000,558500,535000,549888,569000,569974.5,574900,560000,560000,555000,549900,528950,550000,549900,559900,587500,599999,599990,610000,605000,605000,599950,599000,599000,590000,599000,599900,615000,625000,629000,615000,615775,612000,614900,619900,604500,609000,619990,628250.5,639990,649000,629700,639000,646215,649900
67,"Allentown, PA",67,182900,185000,189900,189900,184999,179900,179000,179900,179000,174900,173500,169000,164900,169900,169900,174900,175000,179000,175000,175000,173900,169900,169000,164900,164900,165000,165000,165900,164900,159900,159900,159500,154900,149900,173700,169900,169000,169900,174900,179000,180000,185000,180000,179900,179900,179900,175000,175000,174900,175000,179800,183949.5,188700,189900,189500,189000,184900,179900,179900,179000,179000,179900,189000,192900,199900,198500,195000,189900,189900,185000,185000,179900,179900,180000,189000,192500,196950,199000,199500,190000,192000,193600,189900,189900,187000,189900,199000,200000,209900,214900,212000,214500,219900
68,"El Paso, TX",68,139950,140000,139800,140000,142950,144694,144900,143000,142950,141900,141000,141000,140000,139500,142000,145000,149900,151450,149950,150000,149900,145994.5,142950,142000,144450,143000,146525,150000,149900,149900,149800,146950,145450,145000,147450,147076,145950,146950,148450,148555,149900,149950,150000,150000,153450,151155,150000,152650,155000,155000,155000,158950,159450,156350,154999,155000,153450,150000,149950,150000,153900,151950,152822.5,154900,156450,155000,156450,155450,156950,156225,157000,156950,156950,156950,157000,158000,159500,157950,157950,157950,158900,159000,159200,158000,158000,158700,159900,159900,160000,161950,161500,161450,161950
69,"Baton Rouge, LA",69,188600,188825,186000,189800,189900,189900,188000,187500,187900,183000,178950,175900,168000,162800,165000,168500,169900,169900,169900,168950,169500,167000,159900,159900,159900,159999.5,162600,160000,161000,161500,163900,157900,153900,155500,164900,164500,165600,164900,169900,169900,170000,171750,170000,170000,174000,171000,169900,169900,167000,170000,170900,176900,179900,179900,179900,189500,189900,189900,189900,188900,189900,192500,194000,195800,194900,197475,197000,197830,199500,198000,198000,199000,199900,207000,210000,213200,210000,210000,209900,208500,210000,205000,209900,210000,208900,209900,214900,216500,215000,210900,215000,213900,215000
70,"Dayton, OH",70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109900,109500,105000,109700,114900,119000,118000,119900,119000,118000,116000,114900,109100,99999,107500,109900,114900,117800,119000,118900,117250,115000,114900,109950,109900,105000,109850,109900,117999.5,119900,124900,124900,124900,123900,122900,120000,119900,115900,118000,116700,124900,126900,129900,137000,137400,135000,134900
71,"Edinburg, TX",71,120000,125000,124999.5,127000,119900,120000,124900,126000,145000,143000,140000,132900,135000,135000,139900,139900,140000,139900,136900,138000,134447.5,129900,129000,119900,125000,119500,119500,120400,117500,115000,117000,119900,117000,125000,146800,139900,145000,148700,149500,150000,150000,154825,154900,150000,152000,150000,149900,150000,149900,149950,155000,159000,159500,159900,159500,156000,158450,158950,157750,154900,155000,159900,159500,164900,169000,169900,170900,175000,175000,169996,172500,170000,169900,172000,175000,175000,178000,179000,179800,174500,173000,170000,170000,174990,175000,174900,175000,175000,176000,178000,179900,180000,181680
72,"Columbia, SC",72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149900,151865.5,155000,157500,159750,159900,159900,162500,163800,160000,160000,159900,159900,161990,165000,165087.5,164990,165000,166900,164990,164000,160780,165000,162000,164000,164900,164900,169500,169500,168900,169000,169500,169500,169900,169900,174999,175000,174900,175000,179500,179900,179900,179900,177583.5,176305,174900,177805,179900,179833,181900,185900,187900,188500,189900,189900,189900,195524.5
73,"Akron, OH",73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119900,119900,117900,119900,121900,124900,128362.5,129900,128500,125000,123700,124500,118900,114950,114900,120000,120000,124900,125000,129900,129900,129000,125450,124900,124500,120000,120000,119900,124900,129900,132500,134900,134900,129900,129900,129900,129900,127625,127825,134000,138900,139900,145000,149000,148000,144900,142900
74,"Bradenton, FL",74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240000,249900,249000,249999.5,257329.5,259900,255000,239000,262900,268945,269900,275000,269900,275000,279000,288990,279000,274900,279900,285000,285750,298900,294815,294900,299900,299900,295000,295000,299900,299900,300000,299900,299900,299900,300000,309900,315000,319000,327700,329498.5,328000,329990,332875,334900,329105,325000,329000
75,"Little Rock, AR",75,149500,149900,147500,145000,147500,149900,149900,147000,149800,149000,148500,145000,139900,139900,142000,148000,149900,154900,152600,154900,149900,153700,150000,150000,159000,159625,159900,154900,154900,149900,149900,149900,147500,147500,154900,154000,152900,154900,155000,159000,157900,157500,154900,154000,154900,154900,151000,149999,149675,149900,150000,153000,153900,155900,159006,159500,157000,156900,157000,155000,155500,155500,159000,159900,167500,167500,164900,159900,155000,157500,155250,154500,154900,155000,159000,159900,163375,162900,161100,160000,159900,158000,155500,155000,154000,156000,159800,164000,163900,167500,169000,169000,169500
76,"Stockton, CA",76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245000,259000,273000,285000,299000,299000,299888,295000,299700,298950,279900,269000,275000,289950,295000,299000,315000,324900,326000,325000,325000,325000,328450,329000,324900,320990,324000,339900,347250,349950,349950,349000,349900,349000,345000,340000,339000,349000,349950,350000,350000,350000,359000,359000,359000
77,"Charleston, SC",77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266445,265000,259000,264990,257200,265000,268900,269975,264975,269000,274900,274990,264900,264990,261997,266990,275000,269900,275000,279000,275000,275000,277990,279900,281990,279990,285000,287805,289000,290720,295000,299000,299000,299000,302305,303215,298000,297995,299000,299000,309900,315000,320000,317000,315000,315000,319345
78,"Syracuse, NY",78,144900,148800,149900,149900,154900,154900,149900,147250,144900,139900,139900,143500,140000,149000,147900,147500,149500,149900,149900,149900,148000,144900,147000,144900,142900,144000,144900,148900,144500,142000,139900,139900,139900,139950,144950,144500,139900,142500,147000,149900,149900,149900,149900,149900,149900,149900,149900,149900,149900,154900,158900,159900,162499.5,159990,154900,149900,149900,149900,145000,139900,144900,146000,147500,149000,148500,145900,144900,144900,139900,139900,139000,133950,134900,134900,134900,139900,144900,145000,144250,139950,139900,134900,130000,131900,132250,129900,134900,139900,140000,144900,144900,144500,139900
79,"Colorado Springs, CO",79,215000,215000,211000,214900,214900,215000,214900,215000,219900,204900,195000,189500,184900,179900,179900,180000,189900,194900,199900,197300,189900,184500,175000,169900,169900,167500,169900,175000,179900,179900,181900,185000,185000,189900,215000,214950,218000,219900,224900,229500,229900,230890,229900,235000,235000,229000,231204.5,230000,234500,236100,239900,249900,258700,259972.5,259900,259900,255700,253900,249900,250000,259900,259000,261997.5,269650,274900,274900,269900,269000,269900,267875,269900,269900,274898,270000,280000,285000,289000,288000,280000,280000,278997.5,279000,279995,285000,289900,295995,299900,302847.5,315466.5,321137.5,324500,320000,325000
80,"Winston-Salem, NC",80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144900,144900,144900,147900,149900,149900,149900,149900,150000,154600,151000,149900,149900,149900,154900,156900,159900,159900,161900,160000,159000,157750,154990,154930,152490,154900,157900,155000,158900,164200,164550,164900,164900,159900,159000,160490,163000,163287.5,159900,164900,169650,169900,169900,169500,168000,167535,165000,166400,168900,169500,170000,178490,179900,184900,185000,181900,179900,179990
81,"Wichita, KS",81,134950,135000,137862.5,137000,137900,137900,134900,134900,133000,129900,127500,124000,120000,121806.5,124900,124900,128900,129900,129500,129900,128950,125000,123500,119900,119500,119900,119000,121675,123500,124900,124900,124900,120000,122250,129900,125000,125000,129000,129900,132000,132100,132000,129900,129900,129900,129900,129900,129900,130000,132500,134900,139900,140000,139900,139900,139450,137900,135000,134900,134900,134900,139900,140000,144900,147500,147900,145000,143100,141950,141900,139900,139900,139900,139900,144900,149500,148700,149900,149900,147368,147500,145000,146137.5,146000,149900,149900,149900,159900,164900,162500,159900,159900,159000
82,"Springfield, MA",82,179450,185000,185000,185000,184900,185000,185000,180000,189849.5,185000,187500,179900,179900,181450,185000,188000,190000,195000,194900,189900,188200,179900,169900,167000,163900,159900,164900,170000,176900,179995,179900,179000,174900,175000,197500,189900,189900,189900,199900,209000,215000,219000,215000,214250,209900,209500,205450,200000,199900,205900,209900,218500,221750,222000,219900,219000,214900,210000,205500,199900,197500,199000,200000,217250,220000,219900,219900,219000,218950,215000,209900,205000,199900,203000,209900,219844,225000,224999,224900,219900,214900,219900,215000,209000,200000,200000,215000,220000,229500,230000,234900,234900,235000
