RegionID,SizeRank,RegionName,RegionType,StateName,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021
394602,159,"Fort Collins, CO",Msa,CO,196257,195977,196831,198114,200127,201752,203231,204947,206743,208915,210861,212836,214776,216622,218528,220327,222339,224422,226838,229262,231028,232916,234087,235370,235422,236493,237400,238848,239832,240962,242048,243060,244008,244764,244800,244655,243836,243097,242941,244002,245508,246704,247396,247945,248393,248271,247927,247494,247770,248514,249927,251106,252512,253446,254057,254098,253862,253774,254383,254560,254467,254087,254325,255462,255823,256408,256278,256716,256841,257324,257738,258488,260063,260309,259497,258297,258405,258865,258938,259059,259397,259303,258685,258305,257833,258363,258327,258766,258803,259356,259979,260634,261463,262346,261902,261180,259229,257165,255034,253324,252348,251085,249915,249069,248287,247165,246361,246037,246675,247215,247305,246690,246075,244645,243686,242671,242703,243088,244338,245157,245926,245726,245902,246460,246426,246166,244765,244010,243669,243298,242164,240604,240416,241710,242582,242338,241236,241047,240682,240434,239803,240263,241076,241983,242137,242388,243682,244933,246082,246046,246457,247121,248274,249232,249789,251407,253467,255444,256687,257540,258835,259707,261162,262229,263402,264635,266501,268426,270125,271714,273590,275489,276558,277903,279355,281228,283101,284935,287524,289262,290776,292719,295984,299620,304178,307805,311845,314034,316623,318766,320974,323372,326245,330138,333807,337397,339524,342438,344740,347798,350246,352407,354945,357091,360878,363987,367357,369940,372609,375006,376249,377402,377899,379004,380154,382670,385390,388472,389943,391178,391840,393546,394817,396130,397243,399728,402136,404860,406243,408549,410139,410354,409693,408322,408656,408748,409943,409860,411096,412826,415496,416554,417861,420319,422349,423471,423748,424707,426499,429977,433533,437651,441962,447228,452240,457387,465131,476361,487570,498385,506619,514160,521157,529675
395179,160,"Utica, NY",Msa,NY,70120,70465,70724,71313,71770,72373,72815,73156,73215,73344,73553,73995,74410,74772,74858,74772,74742,74888,75279,75674,76172,76653,77081,77393,77599,77715,77751,77963,78515,79087,79495,79837,80173,80614,81067,81600,82083,82565,83031,83406,83699,84055,84445,84890,85467,86266,86923,87498,87933,88734,89516,90507,90912,91281,91583,92452,93380,94309,95208,96024,96765,97344,97835,98114,98342,98717,99315,99704,100221,100881,101841,102565,103126,103605,104197,104680,105223,105648,106115,106843,107684,107896,107943,107760,108284,108533,108822,109268,110088,111059,111731,112171,112502,112770,112726,112774,113051,113370,113460,113074,113009,113089,113310,113359,113283,113187,112880,112447,111857,111555,111610,111950,111897,111489,111026,110591,110144,109776,109493,109481,109295,109319,109355,109724,110400,111002,111451,111528,111758,111761,111604,111227,110949,110774,110227,109670,109082,108609,108071,107634,107246,107207,106887,106726,106571,106373,106274,106229,106624,106996,107355,107555,107651,107669,107939,108414,108661,108747,109047,109376,109416,109406,109590,110001,110168,110372,110434,110355,109864,109564,109507,109875,110202,110445,110458,110427,110304,110329,110541,110881,110941,110528,110332,110518,110997,111445,111611,111981,112052,112148,112033,112055,112341,112787,113098,113256,113377,113810,114445,115110,115592,115685,115939,116303,116983,117585,118177,118772,119212,119615,119740,119747,120015,120513,121308,122024,122862,123869,124694,125451,126310,127354,128467,129158,129759,130245,130675,130908,131413,131963,132900,133119,133341,133447,134079,134663,135195,135780,136578,137531,138218,138963,139255,139420,139003,138721,138715,139461,140292,141211,142631,144667,146987,149835,151889,155123,158424,161898,164441,166456,169820,172457,173637,173369
394488,161,"Columbus, GA",Msa,GA,126876,127056,127353,127766,128165,128304,128559,128780,129050,129209,129585,130222,131047,131506,131903,132073,132491,132876,133409,133984,134482,135046,135402,135745,135820,136091,136422,136876,137164,137311,137362,137209,137149,137282,137591,137724,137674,137729,137802,137902,138127,138433,139113,139694,140614,141464,142410,143279,144042,144702,145417,145934,146547,147057,147818,148500,149164,149802,150454,151040,148975,142116,131663,123923,121014,121658,122102,122634,123169,123693,124034,124332,124708,125193,125777,125928,125943,126132,126804,127535,128242,128868,129583,130093,130715,131635,132687,133670,134058,134398,134376,134790,135057,135457,135495,135181,134888,134572,135045,135506,135898,135660,135198,134818,134479,134392,134123,133769,133387,133222,133170,132795,132156,131417,130923,130451,129854,129055,128229,127482,126730,126056,125633,125529,125399,124972,124424,123870,123120,122517,121544,120997,120718,120965,120964,120424,119281,118629,118031,117975,117384,116622,115778,115218,114547,113840,112830,112133,111637,111420,111386,111397,111113,110708,110285,110176,110217,110241,110211,110120,110028,110046,110159,110174,110125,109917,109857,109917,110136,110392,110419,110414,110341,110194,110021,109868,110004,110194,110518,110756,110762,110585,110413,110584,110943,111345,111448,111298,111135,111001,111122,111250,111532,111704,111865,111850,111807,111716,111747,111825,112040,112088,112254,112299,112476,112558,112706,112892,112997,113078,113002,113122,113484,114105,114633,114965,115221,115569,115992,116479,117087,117647,118513,119219,119983,120289,120565,120773,121026,121358,121875,122498,122614,122858,123114,123597,123914,124435,125060,125647,125983,126489,127081,127616,128300,128886,129547,129834,130470,131368,132710,134000,135721,137492,139446,141305,143383,145345,147034,148646,150229,151887,153383,155462
394405,162,"Boulder, CO",Msa,CO,242892,244187,245712,248773,251829,255234,259544,264928,269763,274189,277196,279980,282343,285175,288379,291718,295735,299629,303099,305899,308513,310504,312510,313942,314855,314570,315211,316272,318306,319048,318922,317795,317597,317721,318094,316501,316678,315681,315609,314878,314722,314935,314262,314757,314490,314358,312865,312478,312369,313725,314800,315649,317024,318945,319926,320482,320419,321242,321459,320612,320616,319943,321388,323269,326023,328694,329248,329789,330042,331731,333038,332826,332249,332939,333829,336209,337862,339316,338514,338093,338415,337692,336266,335279,335728,336648,337535,339132,339007,339392,338771,339988,340116,340732,339763,339927,338982,339560,339443,340036,339089,337960,337965,338367,337473,337130,336954,338454,338417,338600,338224,337090,336248,334781,335248,334756,335039,333637,334127,335454,338580,339101,339468,338485,337702,335346,333690,332653,331821,330937,330486,331569,332203,332983,332212,331575,330900,331091,330707,329394,328581,326755,326742,326385,327225,329106,331323,333414,333882,333654,334449,335186,336246,338090,339869,341972,343914,345911,347590,347619,349338,351738,356186,359482,363502,367614,371237,372600,372978,373777,377047,380753,383731,385428,386656,388281,389344,391467,394619,399233,404067,408267,412282,414788,419157,423712,429313,434549,440049,445124,450665,458389,466283,470543,473518,476294,481049,484785,488438,491718,494451,497381,500667,502367,504335,508205,514049,519830,521044,521215,520599,522117,523966,525893,528508,532459,536291,539498,540910,542631,545535,548654,551839,553780,556124,558938,560807,561890,562836,564979,567479,569885,571518,571955,571530,571605,571679,570551,570569,572614,575856,576994,577908,578333,578831,578729,579480,582154,586149,592399,598530,604167,609916,619218,629601,642422,657564,676633,692346,702960,710779,718095,727861,739437
394808,163,"Lubbock, TX",Msa,TX,84600,84720,84861,85217,85591,85891,86208,86495,86886,87288,87880,88685,89438,89928,90157,90400,90675,90924,91162,91458,91747,92044,92199,92445,92524,92746,92784,92514,92346,92328,92832,93345,93816,94395,94684,95180,95447,96030,96395,96856,96859,96757,96546,96601,96690,96825,96957,97224,97417,97703,97940,98283,98589,98870,99093,99331,99601,99934,100201,100564,100829,101271,101632,102182,102699,103228,103724,104114,104506,104844,105304,105874,106413,106951,107415,107956,109013,110173,111301,111930,114532,117216,119616,120080,120441,121054,121475,121963,122134,122213,122084,122105,122135,122121,122325,122450,122635,123247,123472,123721,123412,123479,123314,123850,124846,126070,126748,127222,127782,128039,128612,129039,129686,130081,130717,130949,130809,130429,130422,130599,130334,130174,130466,131469,132458,132864,132839,132023,131644,130547,130037,129610,130110,130609,130464,130382,130150,130153,129986,129913,129865,129461,129033,128260,128307,128318,128989,129330,129709,129711,129277,128788,127607,127347,127614,128753,129325,129345,129982,129513,129426,129134,130406,130418,130219,129963,131263,132399,133307,132812,131156,130911,131886,133995,134438,133772,133099,132176,133220,133653,133925,133093,132113,131563,130568,130255,129669,129483,129143,129211,128888,128733,128453,128403,128675,129500,131138,132759,134914,137158,139397,140847,141288,141993,142928,144286,145049,145562,146369,147084,147696,148699,149203,149968,149893,150609,150987,151685,153044,154314,154638,154070,153454,154058,154646,155715,156451,157025,157380,157863,158147,158668,158726,158873,159341,159876,160478,156410,152485,148802,149327,150048,151203,152301,153257,153837,154573,155634,157210,159208,160624,161681,162517,163759,165232,167261,169625,172277,174442,176913,179500,182549,185114,187594
394572,164,"Erie, PA",Msa,PA,91866,92131,92397,92891,93192,93356,93478,93586,93449,93218,92991,92958,93036,93168,93325,93557,93944,94382,94739,95077,95577,96138,96507,96738,96902,97249,97582,97893,98008,98258,98485,98749,99065,99473,99868,100041,100178,100527,100932,101317,101639,101886,102133,102268,102778,103134,103632,103761,104182,104566,105017,105551,106028,106562,106943,107380,107811,108218,108623,108936,109275,109640,109939,110125,110435,110964,111495,111982,112382,112818,113182,113485,113913,113944,113846,113782,114122,114596,114903,114996,115194,115296,115493,115529,115620,115821,115973,116226,116326,116541,116568,116513,116310,116156,115971,115829,115804,116128,116242,116263,116048,116035,116318,116524,116608,116289,115917,115911,115805,115784,115507,115564,115641,116003,116261,116754,117122,117704,118241,118839,119212,119858,120662,121364,121591,121511,121381,121045,120540,119734,119383,118933,118976,118896,119184,119307,119412,119464,119694,119923,119905,119798,119547,119381,119114,118816,118694,118720,118935,119014,119095,119094,119231,119282,119539,119616,119647,119499,119837,120264,120687,120593,120490,120437,120344,120320,120149,120180,120065,120049,120168,120704,121086,121277,121097,121146,121204,121072,120617,120341,120453,120706,120946,121147,121674,122162,122114,122090,121921,122070,121887,121454,121290,120984,120981,121007,121791,122733,123715,123952,124279,124512,124844,124879,124814,124742,124849,124838,124797,124364,124149,124243,124734,125179,125394,125491,125723,126139,126629,126652,126642,126746,127261,127630,127894,127928,128162,128377,128557,128815,129043,129491,129835,130176,130388,130622,130861,131235,131630,132029,132447,132842,133094,133490,133751,134383,135182,136187,138026,139730,141908,143107,144740,146184,147830,149467,150950,153281,155721,158468,160317,161856,163425,164933
394609,165,"Fort Smith, AR",Msa,AR,69178,69368,69438,69628,69748,69930,70109,70371,70643,70952,71326,71788,72311,72588,72815,72994,73297,73593,73891,74164,74421,74617,74775,74879,74946,75093,75212,75360,75565,75863,76213,76447,76703,76967,77243,77486,77677,77914,78128,78342,78567,78777,79012,79235,79530,79780,79994,80123,80259,80500,80776,81150,81416,81670,81818,81969,82180,82497,82794,83117,83557,84069,84527,84914,85289,85741,86167,86576,86925,87231,87619,88019,88404,88837,89277,89778,90134,90423,90662,90966,91305,91665,92024,92380,92680,92946,93228,93513,93694,93901,94107,94420,94268,94172,93984,94163,94175,94187,93891,93652,93434,93568,93711,93725,93713,93635,93698,93745,93935,93686,93381,92950,92818,92800,92811,92860,92784,92764,92835,93022,93085,92895,92733,92768,93022,93140,93106,93031,92875,92154,91227,90346,89912,89694,89526,89492,89515,89550,89737,89928,90197,90209,90198,90098,90143,90223,90367,90497,90636,90709,90810,90918,91011,91005,91016,91120,91353,91569,91737,91835,91891,91898,91881,91880,91939,91993,92010,92040,92152,92298,92466,92592,92770,92908,93063,93214,93413,93688,93987,94030,94129,94261,94688,95032,95292,95525,95769,95994,96207,96505,96760,97084,97329,97731,98081,98418,98665,98861,98970,99037,99180,99459,99785,100040,100269,100640,101169,101660,102100,102378,102675,102974,103222,103459,103637,103944,104263,104492,104577,104692,104969,105424,105905,106208,106412,106777,107304,107916,108316,108674,108896,109148,109455,109762,109974,110247,110698,111246,111849,112353,112885,113230,113649,114075,114422,114925,114944,114841,114966,115684,116901,117780,119083,120277,121569,122653,123795,125348,126774,128323,129557,130804,132079,134376
394543,166,"Duluth, MN",Msa,MN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125443,125867,125998,126540,126969,127704,128654,130228,131714,132596,132975,133404,134284,135277,136468,137395,138368,139283,140488,141688,142536,142967,142962,143075,143116,142837,142673,142563,142901,143140,143804,144662,145252,145287,144922,144800,145369,145732,145761,145205,145048,145526,146104,146549,146590,146446,146093,145613,145535,145445,145446,145071,144940,144982,144967,145153,144792,144151,143099,142465,141966,141883,141329,141234,140569,139933,139142,138775,138898,139475,139939,140083,139473,138473,137601,136751,136068,135171,134357,133591,133041,132592,132129,131809,131442,131285,130794,130246,129479,128801,128434,128353,128569,128933,129231,129407,128775,128270,127891,128284,128828,128795,128463,128014,128204,128921,129992,131168,132252,132999,133668,134043,134383,134684,135242,135672,136764,137611,138663,138635,138588,138321,138515,138700,138842,139166,139517,139979,139978,139858,139713,139788,140272,140650,140646,140200,139383,138980,138897,139771,140911,142463,143539,144335,144335,144481,145001,146128,148075,149901,151749,152602,153808,154623,155299,155230,156094,157382,158650,159556,160242,160582,160591,160531,160792,160522,161128,161421,162276,161613,161661,161190,161515,162073,162757,163977,165076,166493,167367,168231,169070,169884,170510,171300,172150,173102,174486,175665,175783,174925,174166,174315,175585,176944,178762,180723,183436,186457,188748,190309,190474,191910,194018,197382,199703,202554,205074,207737,210062
394348,167,"Atlantic City, NJ",Msa,NJ,128211,128710,129114,129978,130890,131793,131892,132041,132346,133187,133809,134379,135194,136077,136829,137732,138642,139540,140507,141533,142682,143832,144929,146061,147011,148091,149162,150254,151313,152563,153881,155726,157780,160343,162805,165110,166891,168648,170469,172755,175480,178376,181332,183908,186075,188611,191137,193758,195772,197705,200296,203139,206819,210445,214845,219428,224232,228115,231259,234102,237212,239952,242505,246051,250085,254766,259351,264284,268714,272950,276486,280474,283868,286229,289486,292941,296947,299574,301617,303684,304583,305298,305276,304496,303832,302986,303374,303041,303285,302716,301153,298566,296198,294528,292573,289432,286625,285565,285212,284235,281577,278955,275987,272789,269617,266174,262450,258787,255277,252551,249577,246267,242743,239267,236887,235455,234333,232884,231181,230362,230338,231077,230559,230162,229346,229043,227852,225988,224947,223924,223634,222533,221699,220439,219221,217699,214944,212031,209589,208692,207946,206568,204811,203602,203455,204176,205035,205255,204403,202748,200394,198626,196738,196146,196532,197822,198633,198256,197381,195781,194757,194192,194903,195873,197193,198512,198979,198738,198347,199029,200186,201671,202155,202530,201933,201218,200061,199308,199058,198696,197810,196924,195318,193826,192369,192100,191991,190725,188942,187254,186180,185828,185957,185723,184791,182846,181878,180562,180043,178696,178052,176560,175786,174856,174417,174500,175008,176183,176875,178191,179658,182218,183882,185967,187474,188185,187915,186761,187140,187596,188841,189709,190844,191703,191806,192159,192257,193252,194827,196888,198760,199925,200911,201295,201872,202204,202937,203032,202687,202853,203232,204471,205320,206387,207932,209493,211359,213457,217442,222706,227789,232222,233915,235821,236716,240880,245626,251544,257768,265461,271071,274419,275710,278607
394924,168,"New London, CT",Msa,CT,164257,165004,165708,166937,167923,168841,169740,170669,171589,172670,173493,174344,174965,176037,177223,178308,179116,180106,181362,182956,184459,186274,187882,189351,190556,191638,192719,193745,195307,197707,200958,204240,206822,210085,213895,216363,217192,216960,218018,219453,221562,223741,226083,228712,231446,234258,237817,241246,243694,245766,247888,250939,253257,255701,258665,261471,264524,267713,270812,273833,276622,279152,281932,284777,288731,292612,296069,298979,301589,303248,303809,304935,306491,308942,310471,311994,312412,312364,312150,312231,311999,310578,309335,307418,307483,307385,308801,309311,309507,308152,307122,306726,307693,308112,307682,305620,301390,297933,295269,294970,293701,291909,289207,286803,283663,280739,277548,276238,275392,274153,271122,267806,266014,264662,262984,260584,258785,258052,257044,256462,256145,256260,257312,257797,258507,258200,257205,256117,254569,252981,250104,247748,246165,246450,245311,244089,241813,241563,240360,238698,235844,233310,231417,230191,229138,227340,226355,225968,226187,224989,223487,222042,220669,219656,219056,219633,220581,220844,221002,220736,221712,222932,224039,224987,226280,227764,229160,229402,229013,228908,228096,228275,227648,227494,226006,224909,223996,223438,223711,224342,225765,225670,225530,224195,223919,223844,225180,225862,226438,225306,224515,224797,225903,227487,227397,227011,225866,225024,224477,224153,224297,226060,227764,229050,229612,229918,230519,231596,233273,235106,237339,239029,240961,241754,242469,242959,241511,239817,238978,239789,241321,242013,242170,242178,240840,241126,241591,242607,242391,243243,244566,245865,246175,246549,247211,247139,247353,247051,246865,246817,247594,248471,248212,247744,247523,250099,252940,256229,259284,263213,268004,272403,277744,284955,291034,296106,300358,304004,307411,309513,312505,314238,314200,314974
395061,169,"San Luis Obispo, CA",Msa,CA,241299,242170,243555,244687,246179,249378,254758,260192,264699,268914,273355,277539,282551,287241,292643,297759,302267,306678,310504,315455,319393,323531,327820,332132,335590,339173,341958,345706,349718,354464,359088,363438,369114,375092,381780,386823,391400,394104,398809,405322,413747,420926,426402,430665,434925,438515,441430,444031,446933,454063,461106,469194,477192,486670,496963,505443,512965,520423,527111,534331,540273,549654,556961,564732,571186,581867,592222,600676,605705,611467,613051,616065,617990,621411,625126,627039,629423,628213,625429,620966,616782,614260,609562,602832,598531,596314,595732,593776,594225,592785,590172,586597,583672,578932,572114,566522,564546,564035,560017,551247,541568,533329,525993,517816,509327,501823,498472,498053,492592,480108,470065,462739,459355,455823,456142,457888,455422,451733,446895,443982,443058,443952,445418,449102,451285,450314,444586,438069,431544,426519,422727,420811,416844,412514,408758,408062,407032,407608,406415,403589,399947,397636,399157,401723,401257,401561,400458,401935,401749,401438,402086,400679,402553,404870,411460,417157,424434,430371,436324,442444,449018,454116,459967,465414,472160,476576,481744,485051,488436,491801,495895,499866,502545,503668,502911,500420,500511,501761,505986,510002,512893,515273,515745,518007,519551,522839,522545,525365,528437,535616,541252,546006,549075,550992,553753,556648,558948,560117,561988,561671,561744,562716,564981,568362,571570,577329,580502,583557,584126,584792,582116,583463,587964,594501,599989,605088,610531,614612,615544,614262,613078,615721,622151,626008,626415,625255,623861,623591,622971,621849,623504,625649,630648,629863,625590,624994,627597,631540,631418,631028,632599,637780,640773,644336,642927,642555,643685,649614,657828,665046,671002,675949,683170,689195,698331,705020,717279,731910,749227,764950,776158,785731,797279,808201
394622,170,"Gainesville, FL",Msa,FL,107506,107884,108313,108765,109043,109045,109332,109758,110331,110868,111282,111668,112043,112610,113236,113983,114599,115198,115819,116461,117075,117704,118265,118850,119312,119931,120548,121278,121969,122794,123577,124425,125257,125950,126630,127285,128011,128678,129467,130645,132018,133433,134991,136622,138254,139565,140741,142203,143464,144866,146048,147938,150600,153830,156861,159272,160987,162637,163643,164697,165116,165820,167701,171056,174609,178312,181694,186065,188584,191434,193007,195176,197555,199710,202688,202901,205080,206682,209963,212047,213723,215177,214920,215099,214140,214137,214660,216255,217671,217327,216610,215557,214304,210241,207518,206324,205882,204427,201964,201445,200442,198721,196317,193838,191576,190034,188497,186441,183431,181044,178919,177272,175309,173831,172284,170891,170231,169665,169370,168301,168659,169381,169499,168282,165775,163972,162116,160671,158906,156825,154569,152668,151217,150152,148940,148180,146844,145453,143790,142631,141838,141459,141462,140684,139984,139059,138460,136938,135866,135852,135737,135269,134270,134281,134419,134698,135035,135658,136573,137806,139081,140045,140752,141468,142607,142873,143533,144119,145475,146805,148076,149108,149466,149286,149081,148991,149299,150094,151206,151696,151969,151559,152101,152337,153448,154402,155825,156484,157107,157639,158279,158855,158975,159626,160283,161465,163018,163778,164144,163921,164391,164594,165054,166061,168360,170795,172402,173129,172909,173465,174855,176793,178929,180555,181880,182147,181293,180604,180953,182660,185129,187080,188252,188548,188504,188459,189144,190847,192396,193456,193564,194507,195126,195925,196517,197505,198921,199827,200189,200904,202248,204304,205076,205987,206583,207336,207402,208693,210349,212864,215419,218198,220553,222036,223271,224920,227059,230862,235499,240001,243722,247249,250994,254870
395065,171,"Santa Cruz, CA",Msa,CA,347098,349037,351873,357817,364284,370973,377840,385454,393325,401300,410065,419454,429300,438568,447948,457138,464865,470917,476370,482296,487406,490660,492449,492790,489217,486572,484134,485954,487905,492638,499159,505432,509884,512140,514945,517859,521530,524327,529985,534113,537532,538682,540469,543116,545940,549180,551451,553626,557654,564516,570994,580407,591599,603513,610830,615514,624555,636262,649866,660972,671102,677455,686272,698229,710230,722263,731622,743980,753203,761638,767190,769181,776799,783552,789679,785943,783151,773949,768522,764200,763430,761032,754486,750545,740708,737244,739562,744330,748228,746650,746947,742576,739858,736130,738422,736326,736895,723532,707586,690471,674807,664046,653568,650780,644172,632988,613914,596903,586704,585118,581815,573405,568370,564528,563779,554988,548823,542660,543651,546574,549425,550202,553597,560084,562655,564932,562926,559626,550446,543449,537827,536543,532244,530295,524936,519156,513004,507960,502350,500869,501165,504908,501868,498469,494353,493931,493518,494392,499074,502474,508046,513268,515193,515752,519487,528955,535208,540301,549805,565802,579085,585545,589655,594210,603407,615831,627180,636040,645027,650138,652747,651476,650963,655768,659016,657973,654772,656583,666846,678603,684679,684746,685780,684973,690461,691354,694653,699881,708915,716492,718498,718569,725449,741123,752396,760889,759968,762679,758255,757679,757609,763850,770911,777645,783330,786728,785221,785540,784757,790875,793320,798182,805621,813656,821628,827286,835337,843275,854092,862593,872795,876240,875569,871736,866199,865206,865441,869565,868446,872674,870499,874564,870402,869978,866266,860659,858862,859619,859610,858315,857829,865201,873605,878546,876343,872226,875460,890461,907009,922385,934922,947163,958202,963772,975959,996791,1030179,1066040,1094971,1115700,1125087,1132148,1143304,1154443
394471,172,"Clarksville, TN",Msa,TN,108955,109017,109073,109060,109123,109180,109314,109421,109628,109857,110163,110615,111215,111732,112007,112248,112405,112493,112559,112608,112788,112919,113134,113251,113321,113389,113498,113599,113628,113464,113385,113490,113868,114205,114466,114673,114869,115067,115178,115327,115385,115522,115677,115916,116199,116505,116801,117065,117267,117506,117779,118147,118591,119165,119877,120729,121591,122282,122458,122551,122987,123685,124443,125075,125674,126398,127123,128122,129265,130376,131440,132355,133128,133880,134554,135345,135955,136420,136958,137574,138224,138771,139458,140157,140804,141445,142208,142987,143855,144742,145681,146290,146819,147164,147408,147165,146664,146261,145953,145639,145289,145029,144795,144378,144051,143740,143814,143993,144272,144589,144751,145097,145142,145259,145148,145187,145092,145117,144896,144680,144488,144506,144607,144682,144647,144483,144275,144064,143875,143759,143787,143872,143862,143697,143663,143580,143735,144013,144406,144831,145034,145311,145339,145530,145344,145337,145299,145593,145929,146163,146458,146434,146393,146078,145916,145745,145974,145930,146075,145976,145984,145880,145717,145777,145785,145782,145870,145969,146365,146584,146977,147236,147711,148130,148430,148532,148643,148865,148996,149018,148919,148932,148956,148950,148877,148807,148840,148836,148892,148956,149087,149188,149403,149758,150125,150563,151011,151508,151814,152105,152482,153069,153623,154059,154288,154565,154893,155340,155789,156287,156883,157231,157585,157738,158317,159004,159864,160626,161390,162264,163442,164681,165749,166621,167370,168202,168780,169480,170046,170679,171029,171369,171756,172127,172607,172965,173633,174260,175196,175930,176855,177904,179962,181325,,184338,186125,187653,189321,191499,193565,195975,198380,200682,202787,205384,208749,212830,217051,221482,225497,229670,234840,241081
394447,173,"Cedar Rapids, IA",Msa,IA,107147,107328,107522,107976,108478,108929,109272,109449,109613,109898,110289,110808,111280,111710,112022,112289,112517,112818,113194,113670,114182,114691,115195,115707,116192,116715,117181,117500,117899,118209,118674,118942,119171,119299,119459,119757,120200,120549,120836,121009,121255,121547,121843,122228,122563,122967,123302,123716,124110,124139,124347,124457,124877,125073,125360,125670,125918,126139,126389,126783,127204,127656,127978,128288,128638,128977,129334,129579,129906,130157,130588,131002,131324,131405,131501,131798,132336,132939,133405,133833,134136,134407,134608,134708,134741,134594,134593,134831,135113,135293,135296,135411,135498,135678,135865,136113,136541,137023,137465,137517,137469,137392,137412,137472,137645,137970,138249,138368,138311,138117,138058,137990,138153,138262,138477,138415,138234,138013,137820,137677,137602,137871,138102,138329,138242,138163,137895,137676,137468,137118,136674,136277,136023,135716,135117,134482,133923,133624,133331,133049,132674,132391,132229,131879,131846,131999,132404,132531,132661,133002,133273,133152,132991,133021,133195,133299,133769,134621,134798,135186,135280,135974,136019,136126,136037,135792,135391,135716,136098,136636,136999,137466,137942,138212,138526,138606,138514,138441,138410,138557,138456,138181,138674,139342,140089,140034,140011,140212,140433,140700,140873,140961,141066,141144,141235,141304,141751,142338,143123,143638,144250,144317,144442,144650,145187,145933,146780,147818,148687,149190,149470,149725,149996,150245,150674,151075,151316,151569,151735,152087,152415,152719,153323,153929,154679,155382,155920,156506,156898,157644,158374,159059,159049,159177,159262,159568,159747,159887,160367,160839,161457,161681,161637,161254,161456,162007,162705,162992,163336,164163,165005,166222,167966,170722,172999,175066,176722,178504,180270,181554,183231,185254,187992,190597
