index,RegionName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09
418,Sussex,NJ,New York,34,37,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229000,225000,225000,227250,230000,239900,239900,239949.5,240000,241250,239900,238777,235000,230000,230000,235000,242000,249000,249000,249000,241000,239900,235000,234900,229900,229900,229900,233375,238250,248400,249900,249000,239900,239900,239900,238250,229000,225000,225000,228000,229900,234900,230000,229900,225000,224900,220950,219000,209900,199900,199900,204900,209950,214947,219000,219900,217000,214900
419,Schuylkill,PA,Pottsville,42,107,420,87000,85000,85000,89900,92900,89900,85000,82900,85000,79900,79900,84900,85000,84250,85950,81500,85000,87000,88000,89700,89900,78950,81000,78000,74950,69900,75000,81900,85000,85000,84900,84900,79900,79900,87000,84250,79900,79900,82250,85000,89900,89900,89900,90950,88000,89900,84900,84900,85000,85900,87150,85900,89900,89900,89000,83700,82950,81950,81950,79900,78000,79450,79900,84900,89000,89900,89900,89900,85000,79900,76000,74900,69000,69900,75450,78900,79900,79900,79900,79000,79000,78000,74900,70900,74900,74900,75000,77250,79000,77400,74900,69900,69900
420,Yellowstone,MT,Billings,30,111,421,209250,206500,201450,204950,206000,204900,199000,197000,199000,198700,195500,189900,192000,192900,192900,190000,199500,196000,192900,189900,196875,198250,195000,189900,189775,189900,189900,189900,189900,194900,195000,193900,197500,197500,208450,214925,216400,217500,217500,219900,225000,225000,224900,219900,229900,226500,227650,228700,229700,229700,230000,231550,239900,239250,237700,234900,234900,229900,238950,229900,245000,246700,245000,250000,249900,257900,249900,249999,249900,254900,264900,258000,251900,249000,250000,259900,259000,262500,264900,264900,264900,259900,250950,254900,254900,254900,256900,261900,265000,264900,265000,259900,260000
421,Rock Island,IL,Davenport,17,161,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99000,94950,95000,99900,101450,103000,109900,109900,112450,109900,109900,109900,109900,105450,104250,99997.5,102000,104900,101000,107500,109000,108000,108000,104900,100000,96800,96750,92050,97750,99900,99900,99900,104950,105000,109000,109900,109900,105000,104500,105000,109900,109900,112500,119000,117950,119000,119000
422,Washington,MD,Hagerstown,24,43,423,178000,175000,169900,169900,170000,169250,165000,164900,169900,169900,172500,163204.5,159900,159000,159900,159900,160000,164500,164900,174900,173913,169900,174900,165000,165000,160000,159900,159900,164900,165000,165000,169900,160000,159000,169000,163450,169900,170000,175000,179900,179900,180000,180000,179400,174900,174900,169000,169900,165500,170995,177200,179900,184900,185000,183450,184500,182685,179500,176500,174900,170000,169950,173750,172450,174900,175000,173450,174600,174900,173000,174900,169999,169900,173100,179900,179900,189000,189900,189900,189000,184899.5,180000,181000,179450,179900,179900,189500,197250,199000,199900,199900,199900,200950
423,Mesa,CO,Grand Junction,8,77,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185900,184825,189000,189950,194900,195000,199900,208650,200000,204000,205000,204900,201450,199900,209000,209900,212450,214900,217500,218950,219900,222000,222900,220000,224900,224000,229900,224900,230000,230000,237500,230000,234900,235000,229500,229900,229900,229000,231000,239900,244950,249900,248000,249900,247450,249000,249000,239900,239000,239900,239900,243900,249650,245000,247700,257000,254900,250000
424,Charles,MD,Washington,24,17,425,269990,269000,267990,267990,255000,249250,245000,239900,249990,249900,249000,239900,239900,239900,244439,239900,239000,239900,241750,239900,239900,244900,245900,245900,240000,240000,234900,235000,239000,245000,244000,239999.5,239900,239900,250000,239995,247000,259387.5,268000,275000,287900,287400,289900,289900,285000,290000,287995,299900,297000,290000,299250,289990,299475,299900,299900,300000,299990,299900,299000,289000,289990,288495,286000,298000,299000,299495,290000,299000,300000,299000,294900,293700,299900,298000,299900,300000,300000,299900,299900,299900,300000,299999,304000,304999.5,299999,302890,315000,324900,330000,330000,334900,325000,329900
425,Merrimack,NH,Concord,33,13,426,236950,234900,229900,229000,229900,229900,229000,227000,224900,225000,225000,215000,214900,212900,219900,224900,229000,228900,229000,225000,219900,218000,209950,199900,199900,204950,219000,218450,219900,224900,227900,224350,219500,219000,219900,219900,219900,219700,219250,225000,229900,229900,229900,229250,229000,227450,224900,224000,225000,219950,224000,229000,234900,239000,239000,234700,234500,229900,228400,229000,225000,225000,229900,230000,239500,239200,239200,239000,239900,233250,229950,235000,236900,239900,246900,254950,250000,252000,249900,249000,249900,249900,249000,249900,249000,254000,249900,256450,265000,265000,269900,269900,269900
426,Martin,FL,Port St. Lucie,12,85,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289900,285000,284990,279900,279315,289900,289000,285000,284900,287500,289900,298500,299000,299900,295000,299900,310995,309000,324900,329000,324900,330000,335000,334750,334900,339900,336500,339000,339900,346000,349000,349000,349000,339000,339900,329900,334500,329000,329000,329900,338750,348000,347750,349000,340000,335000,339000
427,Hendricks,IN,Indianapolis,18,63,428,159900,156201,159900,158400,159900,159900,160000,159900,165000,165000,164900,162250,159900,159750,155000,155000,156900,159900,158990,154900,154900,154900,159900,155500,154900,152999,154115,154900,152800,155000,155000,150000,150990,151900,152990,156450,153450,159999,163900,165900,169900,170000,169900,169900,175132.5,178110,175265,175000,176500,179450,180000,184000,187500,187945,188990,189900,189900,189945,189000,189990,198000,193000,193990,189900,191235,189900,189900,188990,186450,189700,188900,192500,194900,198447.5,199900,198920,201697.5,204900,201990,209900,207495,199900,200000,200000,207637.5,200000,207602.5,219900,224900,224990,225000,227000,230495
428,Santa Fe,NM,Santa Fe,35,49,429,449000,435000,418950,407000,407000,399250,410000,420000,400000,398000,389700,375375,359000,359000,359000,349000,349000,350000,349000,339900,335300,329000,310000,299000,299000,298000,289000,297250,305000,315000,315000,306500,299700,299900,350000,350000,362950,375000,375000,379450,390000,380000,375000,369000,375000,375000,375000,377000,365000,365000,380000,395000,399000,399000,399000,399000,405000,399875,399000,399000,396500,393750,395000,392000,400000,423000,429900,439000,435000,443250,450000,460000,450000,445000,449000,443500,449000,445000,445000,435500,437000,428250,425000,440000,449000,439500,429000,429250,439000,449900,450000,465000,469000
429,Cambria,PA,Johnstown,42,21,430,89900,94450,89900,92950,96000,92250,89900,89900,89500,89500,89500,87500,89250,89500,89000,89700,89000,89900,89900,89000,88250,84900,79900,79900,79900,77850,79900,82700,86500,79900,84500,85000,80562.5,79900,79900,76700,78500,76900,79900,79900,82000,79900,84500,84500,82000,79000,77500,79900,75900,76900,79900,84900,84949.5,84900,80950,84900,80400,81000,79900,79150,75000,75500,76950,79900,79900,79900,79900,79900,79900,74900,70000,70000,69900,69750,69900,74900,74950,78200,75250,73400,74000,74700,68000,68000,64900,62375,66729.5,69900,72000,72950,74700,72900,72000
430,Paulding,GA,Atlanta,13,223,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189700,169900,184900,180426.5,184900,201990,227142,229370,232000,225000,223290,236900,239950,239900,244440,248341,251474.5,252277,253015,250274,234530,238000,227142,238233.5,226900,224990,223400,233619,236900,239900,237500,242900,247088.5,243390,243455
431,Randolph,NC,Greensboro,37,151,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144900,144000,142000,137875,139900,139900,139900,139250,139900,140900,144700,142000,139900,139900,139600,139300,139900,139900,144900,144900,143800,138000,136500,142500,139900,145000,144500,143900,144900,149000,149900,149450,153900,152900,146990,147900,150000,148250,148000,146995,149000,147800,149950,154900,154900,154900,153000,151900
432,Rankin,MS,Jackson,28,121,433,169900,169900,169900,169700,169000,169900,169900,169900,168700,167000,165000,164900,164900,164900,163900,164900,165000,165000,165000,164900,164900,164500,159900,159900,162500,162000,162250,162000,159900,159825,159900,159500,159000,159900,165000,165000,165000,165000,165000,167825,169500,169500,169000,169900,168900,169000,168500,169900,169900,169000,169900,169900,169900,173000,174900,175000,175000,177300,177500,178250,179000,182000,180660,183950,182900,184900,184950,187500,189000,187300,189200,187200,189000,186950,189000,189900,194500,198500,197900,193250,194700,195000,195000,195000,199000,204900,209900,216580,219500,218900,215000,217700,219500
433,Citrus,FL,Homosassa Springs,12,17,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136000,139650,138950,139900,139995,145000,145000,145000,145000,144900,141000,145000,143900,145000,149000,149900,154000,149900,150950,158700,159900,159900,162000,159900,165000,159947.5,161900,159900,159900,159900,160000,168000,169900,169900,169900,169900,170000,175000,175000,174900,173500,173450,175000,174900,179000,179000,179000
434,Lee,AL,Auburn,1,81,435,171900,169900,169900,169900,169900,169900,169900,177900,169900,162500,159900,156900,154900,156900,156900,156900,159900,159700,159900,159900,159900,159900,156650,156650,156650,159900,156900,159000,160950,164950,159900,159900,164900,164900,169230,169900,169900,170000,175000,174900,179000,176800,178900,179000,179900,179900,179900,179900,179900,181500,187900,184900,184900,184900,188900,184900,189900,189900,189900,184950,181150,187949.5,189500,198200,199900,204825,205000,205007,209900,209900,212471,214999,214900,217000,219900,232900,224900,225000,224900,218900,217900,214900,224900,220000,219950,229900,244595,245000,254900,250000,261122,259699,259000
435,Houston,GA,Warner Robins,13,153,436,152950,149900,149900,139900,138950,137900,139000,139000,145700,139900,134450,129900,134900,127615,137900,138500,137325,139500,135000,138900,136900,134500,127950,123900,126000,125000,130000,129900,129500,128700,127250,124900,123000,129450,142500,136900,142500,139900,142000,144000,145000,145900,145700,144855,139900,138000,134900,130000,134900,139250,143000,146900,149900,149900,149900,145000,142500,145000,145450,145900,149900,145000,146500,147000,147950,146500,145950,142500,144900,144999,142500,139900,136000,135000,139900,139900,145000,148000,148400,146900,152500,149900,149900,144450,144450,149000,153900,164700,169900,175000,172000,176480,185000
436,Jackson,MS,Gulfport,28,59,437,149638.5,149250,144900,145000,145000,145000,145000,140000,142900,144900,139900,137000,135000,129900,138000,139500,139995,144450,139995,139000,139900,136900,133497.5,135000,130000,129900,130000,129000,129900,129949.5,125000,129777,121600,119500,120000,119500,127000,132000,132900,140000,145000,144777,149000,144900,145000,139000,138000,139900,139000,138900,144500,145900,149900,153900,149900,149250,148900,142250,144250,139615.5,139900,144900,144900,149777,149900,149900,149900,149900,155000,145000,143500,139900,139000,137950,138900,139000,139000,140000,140000,139700,139900,144949.5,147900,149500,146000,149500,149900,152600,155777,154900,155000,153424.5,156900
437,Johnson,IN,Indianapolis,18,81,438,129999,129900,129900,130000,129900,129900,129900,129900,129900,129500,127450,124900,127990,129900,131125,134900,134900,137900,139000,138000,134900,135900,134900,129900,132000,129900,129900,134900,139000,136999.5,136894,135000,133116.5,139900,140000,139900,140000,144800,145250,154050,152997.5,154900,155000,154900,156900,156900,150000,153900,153990,154900,169900,168992.5,172747.5,179997.5,179900,176995,174947.5,172500,179900,179997,182400,180000,179900,175000,179900,180000,182500,184900,189900,184900,190000,187450,199900,192995,183995,187000,189900,189900,193500,184900,187900,189449.5,188900,194990,197282.5,189900,198995,214875,219900,219900,219950,223875,214450
438,Kootenai,ID,Coeur d'Alene,16,55,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225000,222754.5,225000,227916,229900,232580,229900,239900,239000,240642,239000,235000,237981.5,228700,229900,239900,249000,254900,259825,259300,259900,261900,259900,255000,247500,248000,250000,258700,259900,264975,263750,269000,274650,279000,289000,289000,285000,277234.5,279210,275000,282500,291853,295000,295000,295000,299900,299000,299900,299000,307000,299000,305220,319000,325039,329110,335000,335000,339900
439,Rowan,NC,Charlotte,37,159,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124638.5,124900,125000,129000,134900,138500,134600,134900,129900,129738.5,129900,125125,126900,124900,130000,129900,129900,129900,129900,129900,130500,129900,128000,125200,120000,124900,129900,133000,134900,149900,149900,154900,150000,150000,149900,149900,149900,147990,144900,149825,150990,154945,159375,159000,159900,159900,159900,159900,159900,161590,159900,164900,169900,174900,175000,175000,173900,178950
440,Clark,OH,Springfield,39,23,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84950,84400,85000,85000,89900,89900,93700,95000,93900,91000,92900,87750,83950,79900,81000,83700,89900,93500,95000,93900,93900,93450,90000,89900,89900,89500,90750,93950,95000,97450,99500,96500,95500,94900,94000,94000,93950,89975,90000,96200,98250,99900,95900,99900,96625,98000,96900,95900,89900,88700,89900,91700,89900,93500,99000,104900,99900,99900
441,Washington,UT,St. George,49,53,442,199900,199900,199700,190000,189900,179900,179900,180000,189900,189900,189900,176500,174900,170000,175000,175000,174900,171000,169900,165250,165000,165000,160000,164900,179000,194500,190000,189900,190000,199000,200500,209900,213150,219000,229900,228500,229900,234900,239900,247950,243450,242900,239979.5,239900,249500,249900,249947.5,254500,255000,259900,259900,264950,269500,259900,262500,259900,259900,260900,263900,259900,259900,263900,269000,269900,267500,270500,277000,271000,275000,279000,289000,289900,295000,295500,299900,299900,299900,298400,289800,294900,299900,299900,299999,314900,314900,320000,310118,319000,319900,319950,329000,324900,324900
442,Indian River,FL,Vero Beach,12,61,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210000,219000,215000,219947.5,215000,215000,210000,209900,203670,205990,208000,209900,208990,213900,219900,219000,227990,227990,229000,229000,231990,234900,237900,243950,250000,258450,264900,272900,269900,270000,278650,269900,269900,265000,275000,279000,285450,289000,289000,289900,279900,285000,275999,279000,279000,275000,269900
443,Monroe,IN,Bloomington,18,105,444,173000,168900,169200,163200,159900,159900,159500,159300,159150,149900,149900,149900,150000,154900,159000,159900,159900,160000,159900,159900,159900,155900,151200,149900,145900,149900,153250,151700,149900,146400,145900,139900,138900,139900,149000,148950,149900,151950,154900,154900,154900,149900,149638.5,149838.5,149900,149900,149900,150000,150000,150000,152950,159900,159900,163000,169900,169900,169900,159995,169838.5,164900,165000,159900,178750,169900,174450,173700,170000,169900,165900,167827.5,168900,163000,160000,170000,185000,189900,189900,189900,190000,189900,189900,194500,205900,199900,214900,204950,220400,225950,229950,226900,224500,219900,225000
444,Hampton City,VA,Virginia Beach,51,650,445,189900,189900,189900,189000,185000,183900,179900,179900,179900,178000,172000,167900,165000,164950,164400,160000,165000,164900,164000,164900,165000,164900,159900,152000,149900,154900,149900,150000,149900,150000,149900,149900,140000,146246,155000,158950,155000,150000,150000,149900,150000,150000,154900,156700,155000,154250,155000,158500,155000,157900,160000,164000,166950,166700,166750,167900,164350,162999.5,164950,159900,159900,160000,159900,166000,165450,165000,166000,169900,169900,169900,166450,160000,160000,164900,167700,169800,169900,168000,169000,165950,162725,162950,163000,160000,165000,165000,169900,170576.5,175000,176748,175000,175000,175000
445,Ector,TX,Odessa,48,135,446,134950,134900,134900,135900,134000,133900,131250,134900,133400,130900,135500,135000,135000,139000,134900,135000,136000,140000,139500,139999,141000,136000,138900,138000,129975,135000,137500,137500,139700,139900,144750,154900,158750,149500,150000,149000,154000,159200,155000,143250,149000,158250,169900,172000,180000,179900,179500,175900,182250,189900,185000,184000,194950,189900,189900,199900,189900,197250,201477,199500,195000,193500,199700,199000,195000,193000,190460,189900,196900,195500,192450,184950,180000,175500,179500,179900,189000,187000,186425,182300,183300,180000,184300,179276,179900,179900,184900,189900,189900,186000,185000,189900,189900
